V1,V2,V3
-62.1416666666667,47.4916666666667,-40
-62.125,47.4916666666667,-38
-62.1083333333333,47.4916666666667,-36
-62.0916666666667,47.4916666666667,-34
-62.075,47.4916666666667,-32
-62.0583333333333,47.4916666666667,-31
-62.0416666666667,47.4916666666667,-29
-62.025,47.4916666666667,-27
-62.0083333333333,47.4916666666667,-26
-61.9916666666667,47.4916666666667,-24
-61.975,47.4916666666667,-23
-61.9583333333333,47.4916666666667,-21
-61.9416666666667,47.4916666666667,-19
-61.925,47.4916666666667,-17
-61.9083333333333,47.4916666666667,-15
-61.8916666666667,47.4916666666667,-12
-61.875,47.4916666666667,-9
-61.8583333333333,47.4916666666667,-7
-61.8416666666667,47.4916666666667,-5
-61.825,47.4916666666667,-3
-61.8083333333333,47.4916666666667,-1
-61.7916666666667,47.4916666666667,-2
-61.775,47.4916666666667,-1
-61.7583333333333,47.4916666666667,-1
-61.7416666666667,47.4916666666667,1
-61.725,47.4916666666667,-2
-61.7083333333333,47.4916666666667,-1
-61.6916666666667,47.4916666666667,-2
-61.675,47.4916666666667,-2
-61.6583333333333,47.4916666666667,-6
-61.6416666666667,47.4916666666667,-7
-61.625,47.4916666666667,-10
-61.6083333333333,47.4916666666667,-10
-61.5916666666667,47.4916666666667,-12
-61.575,47.4916666666667,-13
-61.5583333333333,47.4916666666667,-14
-61.5416666666667,47.4916666666667,-15
-61.525,47.4916666666667,-16
-61.5083333333333,47.4916666666667,-17
-61.4916666666667,47.4916666666667,-18
-61.475,47.4916666666667,-19
-61.4583333333333,47.4916666666667,-20
-61.4416666666667,47.4916666666667,-21
-61.425,47.4916666666667,-21
-61.4083333333333,47.4916666666667,-23
-61.3916666666667,47.4916666666667,-23
-61.375,47.4916666666667,-25
-61.3583333333333,47.4916666666667,-25
-61.3416666666667,47.4916666666667,-27
-61.325,47.4916666666667,-28
-61.3083333333333,47.4916666666667,-29
-61.2916666666667,47.4916666666667,-28
-61.275,47.4916666666667,-30
-61.2583333333333,47.4916666666667,-31
-61.2416666666667,47.4916666666667,-31
-61.225,47.4916666666667,-32
-61.2083333333333,47.4916666666667,-32
-61.1916666666667,47.4916666666667,-33
-61.175,47.4916666666667,-34
-61.1583333333333,47.4916666666667,-35
-61.1416666666667,47.4916666666667,-37
-61.125,47.4916666666667,-38
-61.1083333333333,47.4916666666667,-38
-61.0916666666667,47.4916666666667,-38
-61.075,47.4916666666667,-39
-61.0583333333333,47.4916666666667,-42
-61.0416666666667,47.4916666666667,-42
-61.025,47.4916666666667,-43
-61.0083333333333,47.4916666666667,-44
-60.9916666666667,47.4916666666667,-45
-60.975,47.4916666666667,-44
-60.9583333333333,47.4916666666667,-44
-60.9416666666667,47.4916666666667,-47
-60.925,47.4916666666667,-49
-60.9083333333333,47.4916666666667,-48
-60.8916666666667,47.4916666666667,-52
-60.875,47.4916666666667,-53
-60.8583333333333,47.4916666666667,-54
-60.8416666666667,47.4916666666667,-55
-60.825,47.4916666666667,-57
-60.8083333333333,47.4916666666667,-58
-60.7916666666667,47.4916666666667,-58
-60.775,47.4916666666667,-58
-60.7583333333333,47.4916666666667,-58
-60.7416666666667,47.4916666666667,-59
-60.725,47.4916666666667,-59
-60.7083333333333,47.4916666666667,-59
-60.6916666666667,47.4916666666667,-60
-60.675,47.4916666666667,-62
-60.6583333333333,47.4916666666667,-64
-60.6416666666667,47.4916666666667,-68
-60.625,47.4916666666667,-72
-60.6083333333333,47.4916666666667,-76
-60.5916666666667,47.4916666666667,-81
-60.575,47.4916666666667,-85
-60.5583333333333,47.4916666666667,-91
-60.5416666666667,47.4916666666667,-99
-60.525,47.4916666666667,-106
-60.5083333333333,47.4916666666667,-111
-60.4916666666667,47.4916666666667,-115
-60.475,47.4916666666667,-127
-60.4583333333333,47.4916666666667,-135
-60.4416666666667,47.4916666666667,-155
-60.425,47.4916666666667,-167
-60.4083333333333,47.4916666666667,-183
-60.3916666666667,47.4916666666667,-192
-60.375,47.4916666666667,-205
-60.3583333333333,47.4916666666667,-218
-60.3416666666667,47.4916666666667,-234
-60.325,47.4916666666667,-257
-60.3083333333333,47.4916666666667,-299
-60.2916666666667,47.4916666666667,-345
-60.275,47.4916666666667,-385
-60.2583333333333,47.4916666666667,-422
-60.2416666666667,47.4916666666667,-437
-60.225,47.4916666666667,-449
-60.2083333333333,47.4916666666667,-451
-60.1916666666667,47.4916666666667,-451
-60.175,47.4916666666667,-450
-60.1583333333333,47.4916666666667,-449
-60.1416666666667,47.4916666666667,-449
-60.125,47.4916666666667,-451
-60.1083333333333,47.4916666666667,-458
-60.0916666666667,47.4916666666667,-467
-60.075,47.4916666666667,-471
-60.0583333333333,47.4916666666667,-475
-60.0416666666667,47.4916666666667,-477
-60.025,47.4916666666667,-481
-60.0083333333333,47.4916666666667,-483
-59.9916666666667,47.4916666666667,-487
-59.975,47.4916666666667,-493
-59.9583333333333,47.4916666666667,-497
-59.9416666666667,47.4916666666667,-499
-59.925,47.4916666666667,-499
-59.9083333333333,47.4916666666667,-498
-59.8916666666667,47.4916666666667,-496
-59.875,47.4916666666667,-495
-59.8583333333333,47.4916666666667,-494
-59.8416666666667,47.4916666666667,-493
-59.825,47.4916666666667,-492
-59.8083333333333,47.4916666666667,-491
-59.7916666666667,47.4916666666667,-489
-59.775,47.4916666666667,-487
-59.7583333333333,47.4916666666667,-485
-59.7416666666667,47.4916666666667,-484
-59.725,47.4916666666667,-483
-59.7083333333333,47.4916666666667,-483
-59.6916666666667,47.4916666666667,-483
-59.675,47.4916666666667,-483
-59.6583333333333,47.4916666666667,-482
-59.6416666666667,47.4916666666667,-481
-59.625,47.4916666666667,-479
-59.6083333333333,47.4916666666667,-477
-59.5916666666667,47.4916666666667,-475
-59.575,47.4916666666667,-473
-59.5583333333333,47.4916666666667,-469
-59.5416666666667,47.4916666666667,-464
-59.525,47.4916666666667,-458
-59.5083333333333,47.4916666666667,-457
-64.9916666666667,47.475,20
-64.975,47.475,16
-64.9583333333333,47.475,10
-64.9416666666667,47.475,2
-64.925,47.475,1
-64.9083333333333,47.475,2
-64.8916666666667,47.475,-2
-64.875,47.475,-1
-64.8583333333333,47.475,-2
-64.8416666666667,47.475,-4
-64.825,47.475,-5
-64.8083333333333,47.475,-7
-64.7916666666667,47.475,-9
-64.775,47.475,-12
-64.7583333333333,47.475,-14
-64.7416666666667,47.475,-16
-64.725,47.475,-18
-64.7083333333333,47.475,-20
-64.6916666666667,47.475,-21
-64.675,47.475,-23
-64.6583333333333,47.475,-25
-64.6416666666667,47.475,-26
-64.625,47.475,-28
-64.6083333333333,47.475,-29
-64.5916666666667,47.475,-31
-64.575,47.475,-32
-64.5583333333333,47.475,-33
-64.5416666666667,47.475,-35
-64.525,47.475,-36
-64.5083333333333,47.475,-37
-64.4916666666667,47.475,-38
-64.475,47.475,-40
-64.4583333333333,47.475,-41
-64.4416666666667,47.475,-42
-64.425,47.475,-44
-64.4083333333333,47.475,-45
-64.3916666666667,47.475,-46
-64.375,47.475,-47
-64.3583333333333,47.475,-49
-64.3416666666667,47.475,-52
-64.325,47.475,-55
-64.3083333333333,47.475,-55
-64.2916666666667,47.475,-56
-64.275,47.475,-57
-64.2583333333333,47.475,-59
-64.2416666666667,47.475,-60
-64.225,47.475,-60
-64.2083333333333,47.475,-60
-64.1916666666667,47.475,-59
-64.175,47.475,-56
-64.1583333333333,47.475,-53
-64.1416666666667,47.475,-49
-64.125,47.475,-45
-64.1083333333333,47.475,-42
-64.0916666666667,47.475,-40
-64.075,47.475,-41
-64.0583333333333,47.475,-44
-64.0416666666667,47.475,-45
-64.025,47.475,-45
-64.0083333333333,47.475,-46
-63.9916666666667,47.475,-46
-63.975,47.475,-47
-63.9583333333333,47.475,-49
-63.9416666666667,47.475,-52
-63.925,47.475,-55
-63.9083333333333,47.475,-57
-63.8916666666667,47.475,-59
-63.875,47.475,-60
-63.8583333333333,47.475,-61
-63.8416666666667,47.475,-62
-63.825,47.475,-63
-63.8083333333333,47.475,-65
-63.7916666666667,47.475,-67
-63.775,47.475,-69
-63.7583333333333,47.475,-70
-63.7416666666667,47.475,-71
-63.725,47.475,-70
-63.7083333333333,47.475,-70
-63.6916666666667,47.475,-70
-63.675,47.475,-69
-63.6583333333333,47.475,-68
-63.6416666666667,47.475,-66
-63.625,47.475,-64
-63.6083333333333,47.475,-63
-63.5916666666667,47.475,-63
-63.575,47.475,-64
-63.5583333333333,47.475,-65
-63.5416666666667,47.475,-67
-63.525,47.475,-69
-63.5083333333333,47.475,-69
-63.4916666666667,47.475,-68
-63.475,47.475,-69
-63.4583333333333,47.475,-70
-63.4416666666667,47.475,-73
-63.425,47.475,-76
-63.4083333333333,47.475,-77
-63.3916666666667,47.475,-78
-63.375,47.475,-76
-63.3583333333333,47.475,-75
-63.3416666666667,47.475,-74
-63.325,47.475,-75
-63.3083333333333,47.475,-76
-63.2916666666667,47.475,-76
-63.275,47.475,-76
-63.2583333333333,47.475,-77
-63.2416666666667,47.475,-78
-63.225,47.475,-80
-63.2083333333333,47.475,-81
-63.1916666666667,47.475,-79
-63.175,47.475,-75
-63.1583333333333,47.475,-71
-63.1416666666667,47.475,-69
-63.125,47.475,-67
-63.1083333333333,47.475,-64
-63.0916666666667,47.475,-61
-63.075,47.475,-59
-63.0583333333333,47.475,-57
-63.0416666666667,47.475,-55
-63.025,47.475,-54
-63.0083333333333,47.475,-54
-62.9916666666667,47.475,-53
-62.975,47.475,-52
-62.9583333333333,47.475,-50
-62.9416666666667,47.475,-49
-62.925,47.475,-49
-62.9083333333333,47.475,-49
-62.8916666666667,47.475,-48
-62.875,47.475,-49
-62.8583333333333,47.475,-49
-62.8416666666667,47.475,-50
-62.825,47.475,-52
-62.8083333333333,47.475,-54
-62.7916666666667,47.475,-55
-62.775,47.475,-56
-62.7583333333333,47.475,-56
-62.7416666666667,47.475,-56
-62.725,47.475,-57
-62.7083333333333,47.475,-60
-62.6916666666667,47.475,-64
-62.675,47.475,-66
-62.6583333333333,47.475,-68
-62.6416666666667,47.475,-69
-62.625,47.475,-71
-62.6083333333333,47.475,-73
-62.5916666666667,47.475,-76
-62.575,47.475,-81
-62.5583333333333,47.475,-84
-62.5416666666667,47.475,-87
-62.525,47.475,-87
-62.5083333333333,47.475,-83
-62.4916666666667,47.475,-77
-62.475,47.475,-71
-62.4583333333333,47.475,-68
-62.4416666666667,47.475,-66
-62.425,47.475,-65
-62.4083333333333,47.475,-64
-62.3916666666667,47.475,-63
-62.375,47.475,-60
-62.3583333333333,47.475,-58
-62.3416666666667,47.475,-58
-62.325,47.475,-57
-62.3083333333333,47.475,-56
-62.2916666666667,47.475,-54
-62.275,47.475,-52
-62.2583333333333,47.475,-50
-62.2416666666667,47.475,-49
-62.225,47.475,-48
-62.2083333333333,47.475,-46
-62.1916666666667,47.475,-45
-62.175,47.475,-43
-62.1583333333333,47.475,-41
-62.1416666666667,47.475,-39
-62.125,47.475,-37
-62.1083333333333,47.475,-35
-62.0916666666667,47.475,-33
-62.075,47.475,-31
-62.0583333333333,47.475,-29
-62.0416666666667,47.475,-28
-62.025,47.475,-26
-62.0083333333333,47.475,-25
-61.9916666666667,47.475,-24
-61.975,47.475,-23
-61.9583333333333,47.475,-22
-61.9416666666667,47.475,-20
-61.925,47.475,-17
-61.9083333333333,47.475,-13
-61.8916666666667,47.475,-10
-61.875,47.475,-6
-61.8583333333333,47.475,-3
-61.8416666666667,47.475,-1
-61.825,47.475,-1
-61.8083333333333,47.475,-1
-61.7916666666667,47.475,-1
-61.775,47.475,-1
-61.7583333333333,47.475,1
-61.7416666666667,47.475,1
-61.725,47.475,-3
-61.7083333333333,47.475,-5
-61.6916666666667,47.475,-7
-61.675,47.475,-10
-61.6583333333333,47.475,-12
-61.6416666666667,47.475,-13
-61.625,47.475,-14
-61.6083333333333,47.475,-14
-61.5916666666667,47.475,-15
-61.575,47.475,-16
-61.5583333333333,47.475,-17
-61.5416666666667,47.475,-18
-61.525,47.475,-18
-61.5083333333333,47.475,-19
-61.4916666666667,47.475,-20
-61.475,47.475,-21
-61.4583333333333,47.475,-22
-61.4416666666667,47.475,-23
-61.425,47.475,-24
-61.4083333333333,47.475,-25
-61.3916666666667,47.475,-26
-61.375,47.475,-27
-61.3583333333333,47.475,-28
-61.3416666666667,47.475,-29
-61.325,47.475,-30
-61.3083333333333,47.475,-30
-61.2916666666667,47.475,-31
-61.275,47.475,-31
-61.2583333333333,47.475,-31
-61.2416666666667,47.475,-32
-61.225,47.475,-33
-61.2083333333333,47.475,-33
-61.1916666666667,47.475,-34
-61.175,47.475,-36
-61.1583333333333,47.475,-37
-61.1416666666667,47.475,-37
-61.125,47.475,-38
-61.1083333333333,47.475,-39
-61.0916666666667,47.475,-39
-61.075,47.475,-39
-61.0583333333333,47.475,-41
-61.0416666666667,47.475,-42
-61.025,47.475,-43
-61.0083333333333,47.475,-43
-60.9916666666667,47.475,-43
-60.975,47.475,-44
-60.9583333333333,47.475,-47
-60.9416666666667,47.475,-47
-60.925,47.475,-46
-60.9083333333333,47.475,-49
-60.8916666666667,47.475,-53
-60.875,47.475,-55
-60.8583333333333,47.475,-55
-60.8416666666667,47.475,-57
-60.825,47.475,-58
-60.8083333333333,47.475,-59
-60.7916666666667,47.475,-60
-60.775,47.475,-60
-60.7583333333333,47.475,-59
-60.7416666666667,47.475,-60
-60.725,47.475,-60
-60.7083333333333,47.475,-61
-60.6916666666667,47.475,-61
-60.675,47.475,-63
-60.6583333333333,47.475,-65
-60.6416666666667,47.475,-68
-60.625,47.475,-71
-60.6083333333333,47.475,-74
-60.5916666666667,47.475,-77
-60.575,47.475,-81
-60.5583333333333,47.475,-86
-60.5416666666667,47.475,-92
-60.525,47.475,-96
-60.5083333333333,47.475,-99
-60.4916666666667,47.475,-100
-60.475,47.475,-104
-60.4583333333333,47.475,-108
-60.4416666666667,47.475,-115
-60.425,47.475,-122
-60.4083333333333,47.475,-130
-60.3916666666667,47.475,-136
-60.375,47.475,-143
-60.3583333333333,47.475,-152
-60.3416666666667,47.475,-168
-60.325,47.475,-193
-60.3083333333333,47.475,-230
-60.2916666666667,47.475,-273
-60.275,47.475,-319
-60.2583333333333,47.475,-361
-60.2416666666667,47.475,-394
-60.225,47.475,-418
-60.2083333333333,47.475,-432
-60.1916666666667,47.475,-438
-60.175,47.475,-438
-60.1583333333333,47.475,-436
-60.1416666666667,47.475,-436
-60.125,47.475,-439
-60.1083333333333,47.475,-445
-60.0916666666667,47.475,-452
-60.075,47.475,-456
-60.0583333333333,47.475,-459
-60.0416666666667,47.475,-462
-60.025,47.475,-466
-60.0083333333333,47.475,-473
-59.9916666666667,47.475,-481
-59.975,47.475,-489
-59.9583333333333,47.475,-496
-59.9416666666667,47.475,-499
-59.925,47.475,-499
-59.9083333333333,47.475,-498
-59.8916666666667,47.475,-495
-59.875,47.475,-493
-59.8583333333333,47.475,-492
-59.8416666666667,47.475,-491
-59.825,47.475,-490
-59.8083333333333,47.475,-489
-59.7916666666667,47.475,-488
-59.775,47.475,-486
-59.7583333333333,47.475,-484
-59.7416666666667,47.475,-482
-59.725,47.475,-481
-59.7083333333333,47.475,-481
-59.6916666666667,47.475,-481
-59.675,47.475,-481
-59.6583333333333,47.475,-480
-59.6416666666667,47.475,-479
-59.625,47.475,-478
-59.6083333333333,47.475,-477
-59.5916666666667,47.475,-475
-59.575,47.475,-472
-59.5583333333333,47.475,-468
-59.5416666666667,47.475,-464
-59.525,47.475,-461
-59.5083333333333,47.475,-458
-64.9916666666667,47.4583333333333,10
-64.975,47.4583333333333,7
-64.9583333333333,47.4583333333333,4
-64.9416666666667,47.4583333333333,2
-64.925,47.4583333333333,3
-64.9083333333333,47.4583333333333,3
-64.8916666666667,47.4583333333333,-1
-64.875,47.4583333333333,-1
-64.8583333333333,47.4583333333333,-3
-64.8416666666667,47.4583333333333,-4
-64.825,47.4583333333333,-7
-64.8083333333333,47.4583333333333,-8
-64.7916666666667,47.4583333333333,-11
-64.775,47.4583333333333,-12
-64.7583333333333,47.4583333333333,-15
-64.7416666666667,47.4583333333333,-17
-64.725,47.4583333333333,-19
-64.7083333333333,47.4583333333333,-21
-64.6916666666667,47.4583333333333,-24
-64.675,47.4583333333333,-26
-64.6583333333333,47.4583333333333,-27
-64.6416666666667,47.4583333333333,-29
-64.625,47.4583333333333,-30
-64.6083333333333,47.4583333333333,-31
-64.5916666666667,47.4583333333333,-32
-64.575,47.4583333333333,-33
-64.5583333333333,47.4583333333333,-34
-64.5416666666667,47.4583333333333,-35
-64.525,47.4583333333333,-37
-64.5083333333333,47.4583333333333,-38
-64.4916666666667,47.4583333333333,-39
-64.475,47.4583333333333,-40
-64.4583333333333,47.4583333333333,-41
-64.4416666666667,47.4583333333333,-43
-64.425,47.4583333333333,-44
-64.4083333333333,47.4583333333333,-45
-64.3916666666667,47.4583333333333,-46
-64.375,47.4583333333333,-48
-64.3583333333333,47.4583333333333,-49
-64.3416666666667,47.4583333333333,-53
-64.325,47.4583333333333,-56
-64.3083333333333,47.4583333333333,-56
-64.2916666666667,47.4583333333333,-56
-64.275,47.4583333333333,-57
-64.2583333333333,47.4583333333333,-58
-64.2416666666667,47.4583333333333,-59
-64.225,47.4583333333333,-59
-64.2083333333333,47.4583333333333,-57
-64.1916666666667,47.4583333333333,-54
-64.175,47.4583333333333,-52
-64.1583333333333,47.4583333333333,-49
-64.1416666666667,47.4583333333333,-47
-64.125,47.4583333333333,-45
-64.1083333333333,47.4583333333333,-43
-64.0916666666667,47.4583333333333,-40
-64.075,47.4583333333333,-44
-64.0583333333333,47.4583333333333,-48
-64.0416666666667,47.4583333333333,-48
-64.025,47.4583333333333,-48
-64.0083333333333,47.4583333333333,-48
-63.9916666666667,47.4583333333333,-49
-63.975,47.4583333333333,-49
-63.9583333333333,47.4583333333333,-49
-63.9416666666667,47.4583333333333,-51
-63.925,47.4583333333333,-54
-63.9083333333333,47.4583333333333,-57
-63.8916666666667,47.4583333333333,-59
-63.875,47.4583333333333,-61
-63.8583333333333,47.4583333333333,-62
-63.8416666666667,47.4583333333333,-63
-63.825,47.4583333333333,-64
-63.8083333333333,47.4583333333333,-65
-63.7916666666667,47.4583333333333,-67
-63.775,47.4583333333333,-69
-63.7583333333333,47.4583333333333,-70
-63.7416666666667,47.4583333333333,-70
-63.725,47.4583333333333,-70
-63.7083333333333,47.4583333333333,-70
-63.6916666666667,47.4583333333333,-69
-63.675,47.4583333333333,-68
-63.6583333333333,47.4583333333333,-67
-63.6416666666667,47.4583333333333,-65
-63.625,47.4583333333333,-63
-63.6083333333333,47.4583333333333,-62
-63.5916666666667,47.4583333333333,-61
-63.575,47.4583333333333,-61
-63.5583333333333,47.4583333333333,-63
-63.5416666666667,47.4583333333333,-66
-63.525,47.4583333333333,-68
-63.5083333333333,47.4583333333333,-68
-63.4916666666667,47.4583333333333,-67
-63.475,47.4583333333333,-68
-63.4583333333333,47.4583333333333,-70
-63.4416666666667,47.4583333333333,-74
-63.425,47.4583333333333,-78
-63.4083333333333,47.4583333333333,-78
-63.3916666666667,47.4583333333333,-78
-63.375,47.4583333333333,-77
-63.3583333333333,47.4583333333333,-77
-63.3416666666667,47.4583333333333,-76
-63.325,47.4583333333333,-76
-63.3083333333333,47.4583333333333,-75
-63.2916666666667,47.4583333333333,-75
-63.275,47.4583333333333,-73
-63.2583333333333,47.4583333333333,-73
-63.2416666666667,47.4583333333333,-75
-63.225,47.4583333333333,-78
-63.2083333333333,47.4583333333333,-79
-63.1916666666667,47.4583333333333,-79
-63.175,47.4583333333333,-75
-63.1583333333333,47.4583333333333,-71
-63.1416666666667,47.4583333333333,-69
-63.125,47.4583333333333,-67
-63.1083333333333,47.4583333333333,-65
-63.0916666666667,47.4583333333333,-63
-63.075,47.4583333333333,-61
-63.0583333333333,47.4583333333333,-59
-63.0416666666667,47.4583333333333,-57
-63.025,47.4583333333333,-56
-63.0083333333333,47.4583333333333,-55
-62.9916666666667,47.4583333333333,-54
-62.975,47.4583333333333,-53
-62.9583333333333,47.4583333333333,-51
-62.9416666666667,47.4583333333333,-49
-62.925,47.4583333333333,-48
-62.9083333333333,47.4583333333333,-48
-62.8916666666667,47.4583333333333,-47
-62.875,47.4583333333333,-49
-62.8583333333333,47.4583333333333,-48
-62.8416666666667,47.4583333333333,-49
-62.825,47.4583333333333,-51
-62.8083333333333,47.4583333333333,-52
-62.7916666666667,47.4583333333333,-53
-62.775,47.4583333333333,-54
-62.7583333333333,47.4583333333333,-55
-62.7416666666667,47.4583333333333,-55
-62.725,47.4583333333333,-56
-62.7083333333333,47.4583333333333,-61
-62.6916666666667,47.4583333333333,-66
-62.675,47.4583333333333,-68
-62.6583333333333,47.4583333333333,-69
-62.6416666666667,47.4583333333333,-69
-62.625,47.4583333333333,-71
-62.6083333333333,47.4583333333333,-76
-62.5916666666667,47.4583333333333,-82
-62.575,47.4583333333333,-90
-62.5583333333333,47.4583333333333,-95
-62.5416666666667,47.4583333333333,-97
-62.525,47.4583333333333,-96
-62.5083333333333,47.4583333333333,-87
-62.4916666666667,47.4583333333333,-78
-62.475,47.4583333333333,-72
-62.4583333333333,47.4583333333333,-68
-62.4416666666667,47.4583333333333,-67
-62.425,47.4583333333333,-66
-62.4083333333333,47.4583333333333,-64
-62.3916666666667,47.4583333333333,-62
-62.375,47.4583333333333,-58
-62.3583333333333,47.4583333333333,-55
-62.3416666666667,47.4583333333333,-55
