population,year,individual,sex,species,std.length,photo.id,std.length.raw,depth.spine.1,depth.spine.2,spine.length.1,spine.length.2,spine.length.3,spine.length.pelvic,lndmrk.x1,lndmrk.x2,lndmrk.x3,lndmrk.x4,lndmrk.x5,lndmrk.x6,lndmrk.x7,lndmrk.x8,lndmrk.x9,lndmrk.x10,lndmrk.x11,lndmrk.x12,lndmrk.x13,lndmrk.x14,lndmrk.x15,lndmrk.x16,lndmrk.x17,lndmrk.x18,lndmrk.x19,lndmrk.y1,lndmrk.y2,lndmrk.y3,lndmrk.y4,lndmrk.y5,lndmrk.y6,lndmrk.y7,lndmrk.y8,lndmrk.y9,lndmrk.y10,lndmrk.y11,lndmrk.y12,lndmrk.y13,lndmrk.y14,lndmrk.y15,lndmrk.y16,lndmrk.y17,lndmrk.y18,lndmrk.y19,correction,std.length,depth.1,depth.2,spine.1,spine.2,spine.3,spine.pelvic,x.1,y.1,x.2,y.2,x.3,y.3,x.4,y.4,x.5,y.5,x.6,y.6,x.7,y.7,x.8,y.8,x.9,y.9,x.10,y.10,x.11,y.11,x.12,y.12,x.13,y.13,x.14,y.14,x.15,y.15,x.16,y.16,x.17,y.17,x.18,y.18,x.19,y.19,notes
AL,2014,11,,B,5.91,5373,2500.73,555.032,594.03,174.929,198.091,70.228,310.728,1057,1255,1447,1915,2212,2608,3268,3427,3532,3430,3304,2851,2101,1870,1537,1189,1258,1459,1891,1397,1274,1190,1079,1070,1115,1256,1268,1307,1370,1373,1550,1652,1625,1592,1538,1340,1334,1367,423.011,5.91,1.31,1.4,0.413532981,0.468,0.166019323,0.734562458,2.498752988,3.302514592,2.966825922,3.011742011,3.420714828,2.813165615,4.527069036,2.550761091,5.229178437,2.529485049,6.165324306,2.635865261,7.72556742,2.969189927,8.10144417,2.997557983,8.349664666,3.089754167,8.108536185,3.238686464,7.81067159,3.245778479,6.739777453,3.664207314,4.966773914,3.905335795,4.420688824,3.841507668,3.633475252,3.763495512,2.81080161,3.635839257,2.973917936,3.167766323,3.449082884,3.153582295,4.470332923,3.23159445,
AL,2014,12,,B,4.97,5374,2101.562,480,465,284.478,269.666,51.614,414.391,1210,1390,1600,1963,2221,2572,3016,3208,3289,3223,3031,2704,2170,1963,1660,1357,1402,1594,2020,1313,1211,1121,1049,1064,1091,1199,1214,1241,1298,1337,1475,1535,1529,1493,1460,1271,1244,1247,423.096,4.97,1.13,1.1,0.672372228,0.637,0.121991227,0.979425473,2.859871046,3.103314614,3.285306408,2.862234576,3.781647664,2.649516895,4.639608978,2.47934275,5.249399663,2.514795696,6.07899862,2.578611001,7.128405846,2.833872218,7.582203566,2.869325165,7.773649479,2.933140469,7.617656513,3.067861667,7.163858793,3.160039329,6.390984552,3.48620644,5.128859644,3.628018228,4.639608978,3.613837049,3.923459451,3.528749976,3.207309925,3.450753493,3.313668765,3.004046363,3.767466485,2.940231059,4.774330176,2.947321648,
AL,2014,13,,B,5.75,5376,2415.268,555.292,573.385,249.56,251.213,80.722,337.337,967,1126,1285,1774,2050,2545,3103,3265,3340,3256,3112,2707,1999,1762,1402,1078,1123,1306,1780,1355,1274,1205,1106,1097,1133,1340,1379,1430,1475,1475,1565,1670,1655,1592,1538,1364,1367,1373,420.011,5.75,1.32,1.37,0.594174915,0.598,0.192190205,0.803162298,2.302320654,3.226105983,2.680882167,3.033253891,3.059443681,2.868972479,4.223698903,2.633264367,4.88082455,2.611836357,6.059365112,2.697548398,7.387901745,3.190392633,7.773605929,3.283247344,7.952172681,3.404672735,7.752177919,3.511812786,7.409329756,3.511812786,6.445069296,3.726092888,4.759399159,3.976086341,4.195128223,3.94037299,3.338007814,3.790376919,2.566599446,3.661808857,2.673739497,3.247533993,3.109442372,3.254676663,4.237984243,3.268962003,
AL,2014,14,,B,5.58,5377,2358.618,588.031,597.188,237.739,268.663,83.355,319.412,1087,1291,1465,1930,2212,2647,3178,3364,3433,3391,3172,2866,2152,1906,1555,1234,1291,1486,1969,1316,1214,1142,1019,1007,1034,1220,1214,1268,1337,1367,1499,1607,1598,1532,1475,1289,1295,1319,423.011,5.58,1.39,1.41,0.562016118,0.635,0.197051613,0.755091475,2.569673129,3.11103021,3.051930092,2.869901728,3.463266913,2.699693389,4.562529107,2.408920808,5.229178437,2.380552752,6.25752049,2.444380879,7.512806996,2.884085757,7.952511873,2.869901728,8.115628199,2.997557983,8.016340001,3.160674309,7.498622967,3.23159445,6.775237523,3.543643073,5.087338154,3.798955583,4.505792994,3.77767954,3.676027337,3.621655229,2.917181823,3.48690696,3.051930092,3.047202082,3.512911012,3.061386111,4.654725291,3.118122224,
AL,2014,15,,B,5.07,5379,2145.606,510.009,525.308,197.363,213.654,88.589,342.053,976,1132,1260,1704,1984,2353,2890,3022,3100,3001,2881,2518,1885,1684,1306,1069,1126,1285,1693,1260,1196,1148,1052,1050,1092,1272,1299,1350,1386,1398,1512,1572,1542,1473,1428,1263,1269,1281,423.011,5.07,1.21,1.24,0.466567063,0.505,0.209424814,0.808614906,2.307268605,2.978645945,2.676053341,2.827349643,2.978645945,2.713877417,4.02826404,2.486932964,4.690185362,2.482204954,5.562503103,2.581493153,6.831973637,3.007014002,7.144022259,3.070842129,7.328414628,3.19140637,7.09437816,3.27651054,6.810697594,3.304878597,5.952563881,3.574375134,4.456148894,3.716215418,3.980983946,3.645295276,3.087390162,3.48217895,2.527121044,3.375798738,2.661869313,2.98573796,3.037746063,2.999921988,4.002259989,3.028290044,
AL,2014,16,,B,5.06,5380,2138.729,492.037,477.038,201.246,198.091,50.912,391.152,1156,1366,1552,1927,2170,2527,3076,3220,3280,3205,3055,2662,2128,1903,1594,1285,1366,1555,1936,1236,1137,1074,1008,999,1008,1101,1092,1137,1203,1251,1410,1482,1491,1446,1386,1200,1200,1242,423,5.06,1.16,1.13,0.475758865,0.468,0.120359338,0.92470922,2.73286052,2.921985816,3.229314421,2.687943262,3.669030733,2.539007092,4.555555556,2.382978723,5.130023641,2.361702128,5.973995272,2.382978723,7.271867612,2.602836879,7.612293144,2.581560284,7.754137116,2.687943262,7.576832151,2.843971631,7.222222222,2.957446809,6.293144208,3.333333333,5.030732861,3.503546099,4.498817967,3.524822695,3.768321513,3.418439716,3.037825059,3.276595745,3.229314421,2.836879433,3.676122931,2.836879433,4.576832151,2.936170213,
AL,2014,17,,B,5.95,5382,2518.03,609.007,600.007,187.542,252.071,78,362.442,1036,1225,1411,1888,2209,2689,3271,3424,3517,3445,3304,2860,2155,1837,1489,1162,1225,1414,1897,1350,1227,1155,1032,1029,1086,1242,1254,1290,1347,1386,1593,1629,1638,1557,1500,1299,1290,1305,423.011,5.95,1.44,1.42,0.443350173,0.596,0.184392368,0.856814598,2.449108888,3.19140637,2.89590578,2.90063379,3.335610658,2.73042545,4.463240909,2.43965287,5.222086423,2.432560855,6.356808688,2.567309124,7.732659434,2.93609386,8.094352156,2.964461917,8.314204595,3.049566087,8.143996255,3.184314356,7.81067159,3.27651054,6.761053495,3.765859517,5.094430168,3.850963687,4.342676668,3.872239729,3.520003026,3.680755347,2.746973483,3.546007078,2.89590578,3.070842129,3.342702672,3.049566087,4.484516951,3.085026158,
AL,2014,18,,B,5.23,5384,2213.636,558.395,552.204,222.729,193.215,0,338.615,1021,1195,1378,1810,2080,2443,2965,3136,3175,3148,2977,2593,2062,1813,1471,1162,1201,1393,1849,1419,1332,1251,1128,1119,1128,1254,1275,1329,1389,1413,1557,1668,1677,1656,1608,1413,1407,1398,423.043,5.23,1.32,1.31,0.526492579,0.457,NA,0.800426907,2.413466243,3.354268951,2.82477195,3.148616098,3.25735209,2.9571462,4.278524878,2.666395615,4.916757871,2.645121182,5.774826672,2.666395615,7.008743792,2.964237678,7.412958021,3.013878022,7.505147231,3.14152462,7.441323932,3.283354174,7.037109703,3.340085996,6.129400557,3.680476926,4.874209005,3.9428616,4.285616356,3.964136033,3.477187898,3.91449569,2.746765695,3.801032046,2.838954905,3.340085996,3.292809478,3.325903041,4.370714088,3.304628607,
AL,2014,19,,B,5.56,5385,2352.765,537.075,525.214,210,252.071,72.25,284.605,994,1168,1345,1834,2134,2560,3136,3247,3319,3229,3115,2692,2035,1798,1450,1108,1174,1351,1807,1314,1221,1161,1053,1050,1074,1197,1212,1263,1305,1332,1506,1581,1587,1542,1470,1296,1290,1296,423,5.56,1.27,1.24,0.496453901,0.596,0.170803783,0.672825059,2.349881797,3.106382979,2.761229314,2.886524823,3.179669031,2.744680851,4.3356974,2.489361702,5.044917258,2.482269504,6.052009456,2.539007092,7.413711584,2.829787234,7.676122931,2.865248227,7.846335697,2.985815603,7.63356974,3.085106383,7.364066194,3.14893617,6.364066194,3.560283688,4.810874704,3.737588652,4.250591017,3.75177305,3.427895981,3.645390071,2.619385343,3.475177305,2.775413712,3.063829787,3.193853428,3.04964539,4.271867612,3.063829787,
AL,2014,2,,B,5.79,5363,2450.758,585.492,615.468,255.265,275.804,83.355,397.135,988,1164,1352,1812,2136,2600,3188,3352,3420,3380,3224,2856,2116,1820,1432,1124,1172,1356,1828,1368,1260,1188,1072,1036,1036,1140,1128,1172,1244,1288,1484,1656,1644,1568,1516,1336,1332,1364,423.011,5.79,1.38,1.45,0.603447665,0.652,0.197051613,0.938829014,2.335636662,3.233958455,2.751701492,2.978645945,3.196134379,2.808437606,4.28357655,2.534213058,5.049514079,2.449108888,6.146412268,2.449108888,7.536447043,2.694965379,7.924143817,2.666597323,8.084896137,2.77061353,7.990335949,2.94082187,7.621551213,3.044838077,6.751597476,3.508183002,5.002233984,3.914791814,4.302488588,3.886423757,3.385254757,3.706759399,2.657141304,3.583831153,2.77061353,3.158310304,3.205590398,3.148854285,4.321400626,3.224502436,
AL,2014,20,,B,5.65,5386,2406.905,591,573.071,240.075,229.103,60,342.21,828,1044,1230,1674,1944,2370,2946,3150,3204,3126,2958,2622,1908,1650,1302,972,1068,1260,1722,1278,1182,1116,1014,1002,1014,1206,1290,1356,1380,1368,1500,1566,1572,1518,1422,1260,1254,1278,426,5.65,1.39,1.35,0.563556338,0.538,0.14084507,0.803309859,1.943661972,3,2.450704225,2.774647887,2.887323944,2.61971831,3.929577465,2.38028169,4.563380282,2.352112676,5.563380282,2.38028169,6.915492958,2.830985915,7.394366197,3.028169014,7.521126761,3.183098592,7.338028169,3.23943662,6.943661972,3.211267606,6.154929577,3.521126761,4.478873239,3.676056338,3.873239437,3.690140845,3.056338028,3.563380282,2.281690141,3.338028169,2.507042254,2.957746479,2.957746479,2.943661972,4.042253521,3,
AL,2014,21,,B,5.18,5387,2190.018,528.136,510.221,213.654,177.279,61.774,384.187,1072,1294,1483,1903,2176,2566,3079,3190,3244,3163,3097,2704,2110,1876,1555,1234,1288,1486,1930,1371,1254,1194,1098,1095,1119,1287,1317,1374,1419,1425,1563,1635,1626,1584,1548,1338,1332,1347,423,5.18,1.25,1.21,0.505092199,0.419,0.146037825,0.908243499,2.53427896,3.241134752,3.059101655,2.964539007,3.505910165,2.822695035,4.498817967,2.595744681,5.144208038,2.588652482,6.066193853,2.645390071,7.278959811,3.042553191,7.541371158,3.113475177,7.669030733,3.24822695,7.477541371,3.354609929,7.321513002,3.368794326,6.392434988,3.695035461,4.988179669,3.865248227,4.43498818,3.843971631,3.676122931,3.744680851,2.917257683,3.659574468,3.044917258,3.163120567,3.513002364,3.14893617,4.562647754,3.184397163,
AL,2014,22,,B,5.35,5388,2247.579,549.205,522.422,NA,NA,NA,NA,1129,1318,1519,1924,2191,2548,3097,3292,3361,3268,3130,2719,2149,1906,1591,1279,1324,1519,1960,1428,1314,1233,1101,1095,1131,1269,1326,1392,1413,1416,1545,1626,1641,1611,1578,1392,1374,1353,420.043,5.35,1.31,1.24,NA,NA,0,NA,2.687820057,3.39965194,3.13777399,3.128251155,3.616296427,2.935413755,4.580483427,2.621160215,5.216132634,2.606875963,6.066045619,2.692581474,7.373054663,3.021119266,7.837292849,3.156819659,8.001561745,3.313946429,7.780155841,3.363941311,7.451618049,3.371083437,6.473146797,3.678194851,5.116142871,3.871032251,4.537630671,3.906742881,3.787707449,3.835321622,3.044926353,3.756758237,3.152058242,3.313946429,3.616296427,3.271093674,4.666188938,3.221098792,
AL,2014,23,,B,5.2,5389,2199,522.034,513.316,240.3,289.62,59.093,420.386,1105,1294,1483,1906,2131,2545,3049,3205,3283,3187,3055,2677,2086,1882,1579,1246,1306,1486,1906,1380,1293,1203,1128,1143,1176,1314,1338,1392,1416,1446,1578,1653,1641,1575,1536,1350,1335,1380,423.043,5.2,1.23,1.21,0.568027364,0.685,0.139685564,0.993719315,2.612027619,3.262079741,3.058790714,3.056426888,3.505553809,2.843682557,4.505452164,2.666395615,5.037312992,2.701853003,6.015936914,2.779859258,7.207305168,3.106067232,7.576062008,3.162799054,7.760440428,3.290445652,7.533513142,3.347177474,7.221488123,3.418092251,6.327961933,3.730117269,4.930940826,3.907404212,4.448720343,3.879038301,3.732481095,3.723025792,2.945327071,3.630836582,3.087156625,3.191164964,3.512645287,3.155707576,4.505452164,3.262079741,
AL,2014,24,,B,5.33,5392,2254.15,531,522.034,NA,NA,NA,NA,871,1075,1258,1696,1978,2374,2890,3046,3124,3019,2908,2503,1927,1675,1369,1015,1072,1264,1711,1434,1326,1251,1140,1155,1197,1386,1455,1527,1551,1536,1632,1674,1674,1650,1590,1401,1401,1407,423.011,5.33,1.26,1.23,NA,NA,0,NA,2.05904811,3.389982766,2.541305072,3.134670257,2.973917936,2.957369903,4.009352003,2.694965379,4.676001333,2.73042545,5.612147202,2.829713648,6.831973637,3.27651054,7.200758373,3.439626865,7.385150741,3.609835205,7.136930245,3.666571318,6.874525722,3.631111248,5.917103811,3.858055701,4.555437093,3.957343899,3.959707904,3.957343899,3.23632246,3.900607786,2.399464789,3.758767502,2.534213058,3.311970611,2.988101964,3.311970611,4.044812073,3.326154639,
AL,2014,25,,B,5.45,5393,2290.541,546.008,537,225.22,267.925,69.971,361.248,1015,1249,1456,1858,2128,2494,3034,3217,3286,3214,3076,2656,2071,1852,1477,1156,1252,1450,1888,1269,1170,1098,1041,1047,1077,1155,1137,1185,1251,1287,1485,1584,1587,1509,1437,1245,1245,1296,420,5.45,1.3,1.28,0.536238095,0.638,0.166597619,0.860114286,2.416666667,3.021428571,2.973809524,2.785714286,3.466666667,2.614285714,4.423809524,2.478571429,5.066666667,2.492857143,5.938095238,2.564285714,7.223809524,2.75,7.65952381,2.707142857,7.823809524,2.821428571,7.652380952,2.978571429,7.323809524,3.064285714,6.323809524,3.535714286,4.930952381,3.771428571,4.40952381,3.778571429,3.516666667,3.592857143,2.752380952,3.421428571,2.980952381,2.964285714,3.452380952,2.964285714,4.495238095,3.085714286,
AL,2014,26,,B,5.41,5524,2240.323,504.723,480.937,242.685,256.32,78.918,396.727,1042,1276,1468,1870,2092,2434,2998,3175,3256,3187,3019,2608,2080,1831,1525,1186,1267,1468,1876,1254,1122,1062,969,975,990,1110,1113,1146,1200,1242,1416,1479,1473,1446,1398,1212,1212,1221,414,5.41,1.22,1.16,0.586195652,0.619,0.190623188,0.958277778,2.516908213,3.028985507,3.082125604,2.710144928,3.54589372,2.565217391,4.516908213,2.34057971,5.053140097,2.355072464,5.879227053,2.391304348,7.241545894,2.68115942,7.669082126,2.688405797,7.8647343,2.768115942,7.698067633,2.898550725,7.292270531,3,6.299516908,3.420289855,5.024154589,3.572463768,4.422705314,3.557971014,3.683574879,3.492753623,2.8647343,3.376811594,3.060386473,2.927536232,3.54589372,2.927536232,4.531400966,2.949275362,
AL,2014,27,,B,4.79,5525,1995.981,477.764,465.242,242.981,252.286,0,372.58,1153,1312,1489,1876,2107,2398,2875,3040,3133,3037,2893,2566,2047,1849,1588,1279,1318,1492,1858,1302,1197,1101,987,984,990,1113,1143,1185,1221,1248,1377,1464,1464,1446,1434,1248,1245,1221,417.043,4.79,1.15,1.12,0.58262817,0.605,0,0.893385095,2.76470292,3.121980227,3.14595857,2.870207628,3.570375237,2.640015538,4.498337102,2.36666243,5.05223682,2.359468928,5.750006594,2.373855933,6.893773544,2.668789549,7.289416199,2.740724578,7.512414787,2.841433617,7.282222696,2.927755651,6.936934561,2.992497177,6.152842752,3.301817798,4.908366763,3.51042938,4.433595576,3.51042938,3.80776083,3.467268363,3.066830039,3.438494352,3.160345576,2.992497177,3.57756874,2.985303674,4.455176085,2.927755651,
AL,2014,28,,B,4.99,5526,2067.786,510.009,498,237.588,234.691,72.25,290.241,988,1198,1369,1780,2023,2356,2839,2974,3058,2983,2866,2515,1966,1750,1450,1147,1189,1369,1777,1347,1233,1167,1074,1074,1119,1242,1254,1287,1341,1377,1506,1602,1581,1530,1494,1320,1317,1323,414,4.99,1.23,1.2,0.573884058,0.567,0.174516908,0.701065217,2.38647343,3.253623188,2.893719807,2.97826087,3.306763285,2.81884058,4.299516908,2.594202899,4.88647343,2.594202899,5.690821256,2.702898551,6.857487923,3,7.183574879,3.028985507,7.38647343,3.108695652,7.20531401,3.239130435,6.922705314,3.326086957,6.074879227,3.637681159,4.748792271,3.869565217,4.22705314,3.81884058,3.502415459,3.695652174,2.770531401,3.608695652,2.871980676,3.188405797,3.306763285,3.18115942,4.292270531,3.195652174,
AL,2014,29,,B,5.17,5528,2139.473,504.223,474.038,198.816,230.825,60,324.056,1123,1336,1513,1906,2185,2560,3013,3181,3256,3172,3022,2623,2125,1891,1591,1285,1333,1516,1945,1356,1230,1149,1047,1047,1065,1233,1257,1302,1350,1371,1464,1533,1554,1521,1494,1305,1293,1290,414,5.17,1.22,1.15,0.480231884,0.558,0.144927536,0.782743961,2.712560386,3.275362319,3.22705314,2.971014493,3.654589372,2.775362319,4.603864734,2.528985507,5.277777778,2.528985507,6.183574879,2.572463768,7.277777778,2.97826087,7.683574879,3.036231884,7.8647343,3.144927536,7.661835749,3.260869565,7.299516908,3.311594203,6.335748792,3.536231884,5.132850242,3.702898551,4.56763285,3.753623188,3.842995169,3.673913043,3.103864734,3.608695652,3.219806763,3.152173913,3.661835749,3.123188406,4.698067633,3.115942029,
AL,2014,3,,B,4.89,5364,2055.219,504.036,537,267.32,259.6,96.747,390.185,1087,1232,1421,1791,2033,2434,2905,3050,3129,3050,2927,2636,1976,1769,1457,1188,1232,1412,1782,1329,1263,1214,1140,1118,1157,1302,1333,1368,1417,1439,1575,1659,1637,1562,1492,1333,1329,1360,420,4.89,1.2,1.28,0.636476191,0.618,0.23035,0.929011905,2.588095238,3.164285714,2.933333333,3.007142857,3.383333333,2.89047619,4.264285714,2.714285714,4.84047619,2.661904762,5.795238095,2.754761905,6.916666667,3.1,7.261904762,3.173809524,7.45,3.257142857,7.261904762,3.373809524,6.969047619,3.426190476,6.276190476,3.75,4.704761905,3.95,4.211904762,3.897619048,3.469047619,3.719047619,2.828571429,3.552380952,2.933333333,3.173809524,3.361904762,3.164285714,4.242857143,3.238095238,
AL,2014,30,,B,4.91,5529,2046.372,492.037,483.084,234.077,242.981,67.082,267.925,1159,1363,1561,1897,2149,2476,2971,3121,3202,3127,2986,2605,2086,1843,1528,1282,1366,1555,1936,1281,1149,1086,1026,1035,1071,1188,1203,1224,1284,1320,1464,1527,1518,1455,1410,1239,1224,1260,417.011,4.91,1.18,1.16,0.561320924,0.583,0.160863862,0.642489047,2.779303184,3.071861414,3.268498912,2.755323001,3.743306531,2.60424785,4.549040673,2.460366753,5.153341279,2.481948917,5.937493256,2.568277575,7.124512303,2.848845714,7.484215045,2.884815988,7.678454525,2.935174372,7.498603154,3.079055469,7.160482577,3.165384127,6.246837613,3.510698759,5.002266127,3.66177391,4.419547686,3.640191746,3.664171928,3.489116594,3.074259432,3.381205772,3.275692967,2.971144646,3.728918422,2.935174372,4.642563386,3.02150303,
AL,2014,31,,B,5.32,5530,2202.523,534.008,525.009,253.14,268.663,103.228,348.827,904,1144,1339,1756,1990,2341,2857,2998,3088,3013,2866,2461,1915,1723,1405,1063,1132,1330,1780,1326,1221,1170,1110,1110,1125,1242,1245,1287,1344,1389,1563,1647,1641,1596,1491,1329,1338,1380,414.043,5.32,1.29,1.27,0.611385774,0.649,0.2493171,0.84248979,2.183348106,3.202565917,2.762998046,2.948969068,3.233963622,2.825793456,4.241105392,2.680880971,4.806264084,2.680880971,5.654002121,2.717109093,6.900249491,2.999688438,7.240793831,3.006934062,7.458162558,3.108372802,7.277021952,3.246039663,6.921986364,3.354724026,5.94382709,3.774970233,4.625123478,3.977847711,4.161403526,3.963356463,3.393367356,3.854672099,2.567366191,3.601075251,2.734015549,3.209811541,3.212226749,3.231548414,4.299070386,3.332987154,
AL,2014,32,,B,5.44,5531,2267.296,540.833,516.314,215.081,253.14,67.882,355.269,1060,1279,1474,1882,2155,2545,3070,3253,3313,3226,3070,2686,2098,1864,1435,1234,1282,1477,1900,1383,1239,1152,1044,1038,1047,1197,1215,1260,1314,1338,1500,1566,1569,1536,1521,1323,1305,1320,417,5.44,1.3,1.24,0.515781775,0.607,0.162786571,0.851964029,2.541966427,3.316546763,3.067146283,2.971223022,3.534772182,2.762589928,4.513189448,2.503597122,5.167865707,2.489208633,6.103117506,2.510791367,7.362110312,2.870503597,7.800959233,2.913669065,7.944844125,3.021582734,7.736211031,3.151079137,7.362110312,3.208633094,6.441247002,3.597122302,5.03117506,3.755395683,4.470023981,3.762589928,3.441247002,3.683453237,2.959232614,3.647482014,3.074340528,3.172661871,3.541966427,3.129496403,4.556354916,3.165467626,
AL,2014,33,,B,5.18,5532,2160.504,498.036,468.01,252.286,237.588,80.722,366,940,1144,1324,1753,2002,2326,2827,3001,3085,3004,2887,2470,1924,1714,1426,1096,1141,1348,1765,1365,1245,1170,1068,1080,1116,1215,1215,1239,1305,1344,1497,1569,1563,1548,1509,1329,1323,1305,417.043,5.18,1.19,1.12,0.604940018,0.57,0.193557978,0.877607345,2.25396422,3.273043787,2.743122412,2.985303674,3.174732582,2.805466103,4.203403486,2.560887007,4.800464221,2.589661018,5.577362526,2.675983052,6.778677498,2.913368645,7.195900663,2.913368645,7.397318742,2.970916668,7.203094165,3.12917373,6.922547555,3.222689267,5.922650662,3.589557911,4.613433147,3.762201979,4.109887949,3.747814974,3.419311678,3.711847459,2.628026367,3.618331923,2.735928909,3.186721753,3.232280604,3.172334747,4.232177497,3.12917373,
AL,2014,34,,B,5.6,5252,2369.751,588.069,591.069,222.324,261.396,72.25,330.055,931,1111,1294,1741,2005,2452,2980,3196,3292,3205,3052,2695,1942,1717,1399,1063,1111,1303,1747,1608,1515,1446,1314,1308,1314,1413,1413,1449,1515,1548,1770,1908,1881,1818,1755,1590,1593,1605,423,5.6,1.39,1.4,0.525588653,0.618,0.170803783,0.780271868,2.200945626,3.80141844,2.626477541,3.581560284,3.059101655,3.418439716,4.115839243,3.106382979,4.739952719,3.092198582,5.796690307,3.106382979,7.044917258,3.340425532,7.555555556,3.340425532,7.78250591,3.425531915,7.576832151,3.581560284,7.215130024,3.659574468,6.371158392,4.184397163,4.591016548,4.510638298,4.059101655,4.446808511,3.307328605,4.29787234,2.513002364,4.14893617,2.626477541,3.758865248,3.080378251,3.765957447,4.130023641,3.794326241,
AL,2014,34,,B,5.53,5252,2354.788,579.031,594.008,261.947,304.644,99.318,252.286,931,1111,1294,1741,2005,2452,2980,3196,3292,3205,3052,2695,1942,1717,1399,1063,1111,1303,1747,1608,1515,1446,1314,1308,1314,1413,1413,1449,1515,1548,1770,1908,1881,1818,1755,1590,1593,1605,426.011,5.53,1.36,1.39,0.614883184,0.715,0.233134825,0.592205366,2.185389579,3.774550422,2.60791388,3.5562462,3.037480253,3.394278551,4.086748934,3.084427397,4.706451242,3.070343254,5.755719923,3.084427397,6.995124539,3.316815763,7.5021537,3.316815763,7.727499994,3.401320623,7.523279915,3.5562462,7.164134259,3.633708989,6.326127729,4.154822293,4.558567737,4.478757591,4.03041236,4.415378946,3.283952762,4.26749544,2.495240733,4.119611935,2.60791388,3.732297992,3.058606468,3.739340064,4.100833077,3.767508351,
AL,2014,35,,B,5.5,5533,2292.567,552.073,537.008,216.333,284.542,78.23,279.693,949,1168,1360,1789,2053,2446,2968,3160,3232,3136,2968,2572,1996,1783,1498,1132,1165,1366,1831,1368,1206,1113,999,1002,1014,1206,1257,1329,1356,1359,1470,1539,1545,1527,1509,1290,1278,1266,417.011,5.5,1.32,1.29,0.518770488,0.682,0.18759697,0.670708926,2.275719346,3.280489004,2.800885348,2.892010043,3.261304858,2.668994343,4.290054699,2.395620259,4.923131524,2.402814314,5.865552707,2.431590534,7.117318248,2.892010043,7.577737758,3.014308975,7.750395074,3.186966291,7.520185319,3.251712785,7.117318248,3.258906839,6.16770301,3.525086868,4.786444482,3.690550129,4.275666589,3.704938239,3.59223138,3.66177391,2.71455669,3.618609581,2.793691294,3.093443578,3.275692967,3.064667359,4.390771466,3.03589114,
AL,2014,35,,B,5.54,5533,2295.635,558.129,522.551,173.066,195.161,61.774,312.058,949,1168,1360,1789,2053,2446,2968,3160,3232,3136,2968,2572,1996,1783,1498,1132,1165,1366,1831,1368,1206,1113,999,1002,1014,1206,1257,1329,1356,1359,1470,1539,1545,1527,1509,1290,1278,1266,414.011,5.54,1.35,1.26,0.41802271,0.471,0.149208596,0.753743258,2.292209627,3.304260032,2.82118108,2.912966081,3.284936874,2.688334368,4.321141226,2.412979365,4.958805442,2.42022555,5.908055583,2.449210287,7.168891648,2.912966081,7.632647442,3.036151213,7.806555864,3.210059636,7.574677967,3.275275295,7.168891648,3.282521479,6.212395323,3.550630297,4.821127941,3.717292536,4.306648857,3.731784904,3.618261351,3.688307799,2.734226868,3.644830693,2.813934895,3.11585924,3.299429242,3.086874503,4.422587806,3.057889766,
AL,2014,36,,B,5.44,5254,2317.859,531,516.078,201.246,260.5,91.389,303.579,895,1093,1270,1714,1978,2365,2971,3130,3211,3118,2992,2605,1915,1681,1315,1012,1084,1273,1738,1635,1533,1458,1374,1389,1431,1500,1476,1503,1581,1626,1812,1905,1902,1818,1770,1608,1599,1626,426,5.44,1.25,1.21,0.472408451,0.612,0.214528169,0.712626761,2.100938967,3.838028169,2.5657277,3.598591549,2.981220657,3.422535211,4.023474178,3.225352113,4.643192488,3.26056338,5.551643192,3.35915493,6.974178404,3.521126761,7.34741784,3.464788732,7.537558685,3.528169014,7.319248826,3.711267606,7.023474178,3.816901408,6.115023474,4.253521127,4.495305164,4.471830986,3.94600939,4.464788732,3.08685446,4.267605634,2.375586854,4.154929577,2.544600939,3.774647887,2.988262911,3.753521127,4.079812207,3.816901408,
AL,2014,37,,B,6.16,5255,2606.233,612.029,639.028,246,222.081,59.397,288.062,817,1045,1251,1743,2025,2485,3105,3309,3397,3319,3097,2751,2047,1711,1327,981,1039,1261,1755,1518,1366,1280,1152,1140,1148,1300,1294,1316,1406,1482,1650,1758,1766,1714,1684,1444,1436,1424,423,6.16,1.45,1.51,0.581560284,0.525,0.14041844,0.680997636,1.93144208,3.588652482,2.470449173,3.229314421,2.957446809,3.026004728,4.120567376,2.723404255,4.787234043,2.695035461,5.874704492,2.713947991,7.340425532,3.073286052,7.822695035,3.059101655,8.030732861,3.111111111,7.846335697,3.323877069,7.321513002,3.503546099,6.503546099,3.90070922,4.839243499,4.156028369,4.044917258,4.174940898,3.137115839,4.052009456,2.319148936,3.98108747,2.456264775,3.413711584,2.98108747,3.394799054,4.14893617,3.36643026,
