pop1 ecotype1 pop2 ecotype2 geography ecology group reg1 reg2 geography2 group2 fst
lq benthic cl marine allo D allo_D bc ns allo allo_D 0.593719
lq benthic cl white allo D allo_D bc ns allo allo_D 0.597116
lq benthic constance lake allo D allo_D bc sl allo allo_D 0.670088
lq benthic constance stream allo D allo_D bc sl allo allo_D 0.655966
lq benthic cp marine allo D allo_D bc ns allo allo_D 0.591969
lq benthic cr stream allo D allo_D bc or allo allo_D 0.729889
lq benthic cs marine allo D allo_D bc or allo allo_D 0.343389
lq benthic denmark marine allo D allo_D bc ne allo allo_D 0.626158
lq benthic geneva lake allo D allo_D bc sl allo allo_D 0.701227
lq benthic geneva stream allo D allo_D bc sl allo allo_D 0.70387
lq benthic hadsten lake allo D allo_D bc ne allo allo_D 0.696728
lq benthic hald lake allo D allo_D bc ne allo allo_D 0.63805
lq benthic japan japansea allo D allo_D bc jp allo allo_D 0.843537
lq benthic japan marine allo D allo_D bc jp allo allo_D 0.551604
lq benthic joes lake allo D allo_D bc bc para para_D 0.592321
lq benthic joes stream allo D allo_D bc bc para para_D 0.581824
lq benthic litcampbell marine allo D allo_D bc bc para para_D 0.36956
lq benthic ln marine allo D allo_D bc ns allo allo_D 0.595742
lq benthic lq limnetic para D para_D bc bc para para_D 0.290412
lq benthic mariager marine allo D allo_D bc ne allo allo_D 0.611428
lq benthic mh marine allo D allo_D bc ns allo allo_D 0.58884
lq benthic mh white allo D allo_D bc ns allo allo_D 0.594232
lq benthic misty lake allo D allo_D bc bc para para_D 0.458107
lq benthic misty stream allo D allo_D bc bc para para_D 0.456087
lq benthic ms marine allo D allo_D bc or allo allo_D 0.394524
lq benthic mud lake allo D allo_D bc al allo allo_D 0.478969
lq benthic pcr lake allo D allo_D bc or allo allo_D 0.323292
lq benthic pl lake allo D allo_D bc or allo allo_D 0.751318
lq benthic rab marine allo D allo_D bc al allo allo_D 0.471179
lq benthic rb stream allo D allo_D bc or allo allo_D 0.500485
lq benthic res marine allo D allo_D bc al allo allo_D 0.469955
lq benthic roberts lake allo D allo_D bc bc para para_D 0.411869
lq benthic roberts stream allo D allo_D bc bc para para_D 0.45695
lq benthic sj marine allo D allo_D bc or allo allo_D 0.323644
lq benthic sk marine allo D allo_D bc ns allo allo_D 0.600311
lq benthic sr marine allo D allo_D bc ns allo allo_D 0.591495
lq benthic sr white allo D allo_D bc ns allo allo_D 0.597485
lq benthic stl lake allo D allo_D bc or allo allo_D 0.740826
lq benthic wc stream allo D allo_D bc or allo allo_D 0.316979
lq limnetic al marine allo D allo_D bc ns allo allo_D 0.493172
lq limnetic bea lake allo D allo_D bc al allo allo_D 0.369992
lq limnetic boot lake allo D allo_D bc bc para para_D 0.497516
lq limnetic boot stream allo D allo_D bc bc para para_D 0.496774
lq limnetic cl marine allo D allo_D bc ns allo allo_D 0.493491
lq limnetic cl white allo D allo_D bc ns allo allo_D 0.499277
lq limnetic constance lake allo D allo_D bc sl allo allo_D 0.619632
lq limnetic constance stream allo D allo_D bc sl allo allo_D 0.594323
lq limnetic cp marine allo D allo_D bc ns allo allo_D 0.494285
lq limnetic cr stream allo D allo_D bc or allo allo_D 0.739199
lq limnetic cs marine allo D allo_D bc or allo allo_D 0.229002
lq limnetic denmark marine allo D allo_D bc ne allo allo_D 0.509523
lq limnetic geneva lake allo D allo_D bc sl allo allo_D 0.653416
lq limnetic geneva stream allo D allo_D bc sl allo allo_D 0.651613
lq limnetic hadsten lake allo D allo_D bc ne allo allo_D 0.669719
lq limnetic hald lake allo D allo_D bc ne allo allo_D 0.579418
lq limnetic japan japansea allo D allo_D bc jp allo allo_D 0.826318
lq limnetic japan marine allo D allo_D bc jp allo allo_D 0.430318
lq limnetic joes lake allo D allo_D bc bc para para_D 0.571697
lq limnetic joes stream allo D allo_D bc bc para para_D 0.577051
lq limnetic litcampbell marine allo D allo_D bc bc para para_D 0.270282
lq limnetic ln marine allo D allo_D bc ns allo allo_D 0.498837
lq limnetic mariager marine allo D allo_D bc ne allo allo_D 0.555213
lq limnetic mh marine allo D allo_D bc ns allo allo_D 0.487808
lq limnetic mh white allo D allo_D bc ns allo allo_D 0.490418
lq limnetic misty lake allo D allo_D bc bc para para_D 0.407798
lq limnetic misty stream allo D allo_D bc bc para para_D 0.410094
lq limnetic ms marine allo D allo_D bc or allo allo_D 0.248521
lq limnetic mud lake allo D allo_D bc al allo allo_D 0.396248
lq limnetic pcr lake allo D allo_D bc or allo allo_D 0.279813
lq limnetic pl lake allo D allo_D bc or allo allo_D 0.768564
lq limnetic rab marine allo D allo_D bc al allo allo_D 0.32073
lq limnetic rb stream allo D allo_D bc or allo allo_D 0.451002
lq limnetic res marine allo D allo_D bc al allo allo_D 0.334638
lq limnetic roberts lake allo D allo_D bc bc para para_D 0.303152
lq limnetic roberts stream allo D allo_D bc bc para para_D 0.370357
lq limnetic sj marine allo D allo_D bc or allo allo_D 0.206216
lq limnetic sk marine allo D allo_D bc ns allo allo_D 0.49857
lq limnetic sr marine allo D allo_D bc ns allo allo_D 0.491338
lq limnetic sr white allo D allo_D bc ns allo allo_D 0.498058
lq limnetic stl lake allo D allo_D bc or allo allo_D 0.742187
lq limnetic wc stream allo D allo_D bc or allo allo_D 0.211807
mariager marine al marine allo S allo_S ne ns allo allo_S 0.32176
mariager marine bea lake allo D allo_D ne al allo allo_D 0.547373
mariager marine boot lake allo D allo_D ne bc allo allo_D 0.640748
mariager marine boot stream allo D allo_D ne bc allo allo_D 0.647452
mariager marine cl marine allo S allo_S ne ns allo allo_S 0.328795
mariager marine cl white allo D allo_D ne ns allo allo_D 0.315943
mariager marine constance lake allo D allo_D ne sl allo allo_D 0.484578
mariager marine constance stream allo D allo_D ne sl allo allo_D 0.475212
mariager marine cp marine allo S allo_S ne ns allo allo_S 0.342559
mariager marine denmark marine allo S allo_S ne ne para para_S 0.238239
mariager marine geneva lake allo D allo_D ne sl allo allo_D 0.531112
mariager marine geneva stream allo D allo_D ne sl allo allo_D 0.537936
mariager marine japan japansea allo D allo_D ne jp allo allo_D 0.837383
mariager marine japan marine allo S allo_S ne jp allo allo_S 0.461378
mariager marine joes lake allo D allo_D ne bc allo allo_D 0.683072
mariager marine joes stream allo D allo_D ne bc allo allo_D 0.6777
mariager marine litcampbell marine allo S allo_S ne bc allo allo_S 0.430112
mariager marine ln marine allo S allo_S ne ns allo allo_S 0.33066
mariager marine mh marine allo S allo_S ne ns allo allo_S 0.326466
mariager marine mh white allo D allo_D ne ns allo allo_D 0.297278
mariager marine misty lake allo D allo_D ne bc allo allo_D 0.598116
mariager marine misty stream allo D allo_D ne bc allo allo_D 0.597264
mariager marine mud lake allo D allo_D ne al allo allo_D 0.54082
mariager marine rab marine allo S allo_S ne al allo allo_S 0.451115
mariager marine res marine allo S allo_S ne al allo allo_S 0.466723
mariager marine roberts lake allo D allo_D ne bc allo allo_D 0.548884
mariager marine roberts stream allo D allo_D ne bc allo allo_D 0.59124
mariager marine sk marine allo S allo_S ne ns allo allo_S 0.328442
mariager marine sr marine allo S allo_S ne ns allo allo_S 0.31604
mariager marine sr white allo D allo_D ne ns allo allo_D 0.318783
mh marine mh white para D para_D ns ns para para_D 0.023554
mh marine sk marine allo S allo_S ns ns para para_S 0.0209695
mh marine sr marine para S para_S ns ns para para_S 0.00942195
mh marine sr white para D para_D ns ns para para_D 0.0222737
mh white sk marine allo D allo_D ns ns para para_D 0.0264806
mh white sr marine para D para_D ns ns para para_D 0.0153107
mh white sr white para S para_S ns ns para para_S 0.0016468
misty lake al marine allo D allo_D bc ns allo allo_D 0.579424
misty lake cl marine allo D allo_D bc ns allo allo_D 0.580097
misty lake cl white allo D allo_D bc ns allo allo_D 0.589485
misty lake cp marine allo D allo_D bc ns allo allo_D 0.586622
misty lake ln marine allo D allo_D bc ns allo allo_D 0.584912
misty lake mh marine allo D allo_D bc ns allo allo_D 0.563493
misty lake mh white allo D allo_D bc ns allo allo_D 0.550999
misty lake misty stream para D para_D bc bc para para_D 0.0051155
misty lake roberts lake allo S allo_S bc bc para para_S 0.25134
misty lake roberts stream allo D allo_D bc bc para para_D 0.316201
misty lake sk marine allo D allo_D bc ns allo allo_D 0.589991
misty lake sr marine allo D allo_D bc ns allo allo_D 0.581986
misty lake sr white allo D allo_D bc ns allo allo_D 0.587277
misty stream al marine allo D allo_D bc ns allo allo_D 0.577947
misty stream cl marine allo D allo_D bc ns allo allo_D 0.580052
misty stream cl white allo D allo_D bc ns allo allo_D 0.587094
misty stream cp marine allo D allo_D bc ns allo allo_D 0.585323
misty stream ln marine allo D allo_D bc ns allo allo_D 0.581947
misty stream mh marine allo D allo_D bc ns allo allo_D 0.561572
misty stream mh white allo D allo_D bc ns allo allo_D 0.544055
misty stream roberts lake allo D allo_D bc bc para para_D 0.251181
misty stream roberts stream allo S allo_S bc bc para para_S 0.315159
misty stream sk marine allo D allo_D bc ns allo allo_D 0.587022
misty stream sr marine allo D allo_D bc ns allo allo_D 0.579615
misty stream sr white allo D allo_D bc ns allo allo_D 0.584035
ms marine al marine allo S allo_S or ns allo allo_S 0.396338
ms marine bea lake allo D allo_D or al allo allo_D 0.344593
ms marine boot lake allo D allo_D or bc allo allo_D 0.339311
ms marine boot stream allo D allo_D or bc allo allo_D 0.370869
ms marine cl marine allo S allo_S or ns allo allo_S 0.402965
ms marine cl white allo D allo_D or ns allo allo_D 0.40249
ms marine constance lake allo D allo_D or sl allo allo_D 0.39811
ms marine constance stream allo D allo_D or sl allo allo_D 0.390773
ms marine cp marine allo S allo_S or ns allo allo_S 0.40354
ms marine denmark marine allo S allo_S or ne allo allo_S 0.448689
ms marine geneva lake allo D allo_D or sl allo allo_D 0.429803
ms marine geneva stream allo D allo_D or sl allo allo_D 0.436366
ms marine hadsten lake allo D allo_D or ne allo allo_D 0.532597
ms marine hald lake allo D allo_D or ne allo allo_D 0.487231
ms marine japan japansea allo D allo_D or jp allo allo_D 0.804741
ms marine japan marine allo S allo_S or jp allo allo_S 0.410723
ms marine joes lake allo D allo_D or bc allo allo_D 0.414606
ms marine joes stream allo D allo_D or bc allo allo_D 0.407669
ms marine litcampbell marine allo S allo_S or bc allo allo_S 0.260823
ms marine ln marine allo S allo_S or ns allo allo_S 0.394071
ms marine mariager marine allo S allo_S or ne allo allo_S 0.452421
ms marine mh marine allo S allo_S or ns allo allo_S 0.360868
ms marine mh white allo D allo_D or ns allo allo_D 0.359848
ms marine misty lake allo D allo_D or bc allo allo_D 0.303864
ms marine misty stream allo D allo_D or bc allo allo_D 0.303699
ms marine mud lake allo D allo_D or al allo allo_D 0.359261
ms marine pcr lake allo D allo_D or or para para_D 0.227662
ms marine pl lake allo D allo_D or or para para_D 0.618466
ms marine rab marine allo S allo_S or al allo allo_S 0.207036
ms marine rb stream allo D allo_D or or para para_D 0.373238
ms marine res marine allo S allo_S or al allo allo_S 0.253188
ms marine roberts lake allo D allo_D or bc allo allo_D 0.231462
ms marine roberts stream allo D allo_D or bc allo allo_D 0.292715
ms marine sj marine allo S allo_S or or para para_S 0.10365
ms marine sk marine allo S allo_S or ns allo allo_S 0.403637
ms marine sr marine allo S allo_S or ns allo allo_S 0.395678
ms marine sr white allo D allo_D or ns allo allo_D 0.394261
ms marine stl lake allo D allo_D or or para para_D 0.639462
ms marine wc stream allo D allo_D or or para para_D 0.129707
mud lake al marine allo D allo_D al ns allo allo_D 0.567987
mud lake boot lake allo S allo_S al bc allo allo_S 0.521431
mud lake boot stream allo D allo_D al bc allo allo_D 0.503662
mud lake cl marine allo D allo_D al ns allo allo_D 0.573959
mud lake cl white allo D allo_D al ns allo allo_D 0.563025
mud lake constance lake allo S allo_S al sl allo allo_S 0.618817
mud lake constance stream allo D allo_D al sl allo allo_D 0.609867
mud lake cp marine allo D allo_D al ns allo allo_D 0.566072
mud lake denmark marine allo D allo_D al ne allo allo_D 0.56861
mud lake geneva lake allo S allo_S al sl allo allo_S 0.65428
mud lake geneva stream allo D allo_D al sl allo allo_D 0.659559
mud lake japan japansea allo D allo_D al jp allo allo_D 0.828382
mud lake japan marine allo D allo_D al jp allo allo_D 0.466892
mud lake joes lake allo S allo_S al bc allo allo_S 0.559529
mud lake joes stream allo D allo_D al bc allo allo_D 0.550221
mud lake litcampbell marine allo D allo_D al bc allo allo_D 0.287454
mud lake ln marine allo D allo_D al ns allo allo_D 0.563872
mud lake mh marine allo D allo_D al ns allo allo_D 0.561679
mud lake mh white allo D allo_D al ns allo allo_D 0.528992
mud lake misty lake allo S allo_S al bc allo allo_S 0.423574
mud lake misty stream allo D allo_D al bc allo allo_D 0.422393
mud lake rab marine allo D allo_D al al para para_D 0.234321
mud lake res marine allo D allo_D al al para para_D 0.197722
mud lake roberts lake allo S allo_S al bc allo allo_S 0.367092
mud lake roberts stream allo D allo_D al bc allo allo_D 0.424977
mud lake sk marine allo D allo_D al ns allo allo_D 0.576818
mud lake sr marine allo D allo_D al ns allo allo_D 0.558962
mud lake sr white allo D allo_D al ns allo allo_D 0.558801
pax benthic al marine allo D allo_D bc ns allo allo_D 0.628927
pax benthic bea lake allo D allo_D bc al allo allo_D 0.509802
pax benthic boot lake allo D allo_D bc bc para para_D 0.606902
pax benthic boot stream allo D allo_D bc bc para para_D 0.595461
pax benthic cl marine allo D allo_D bc ns allo allo_D 0.634501
pax benthic cl white allo D allo_D bc ns allo allo_D 0.630714
pax benthic constance lake allo D allo_D bc sl allo allo_D 0.712321
pax benthic constance stream allo D allo_D bc sl allo allo_D 0.700697
pax benthic cp marine allo D allo_D bc ns allo allo_D 0.621768
pax benthic cr stream allo D allo_D bc or allo allo_D 0.740061
pax benthic cs marine allo D allo_D bc or allo allo_D 0.346626
pax benthic denmark marine allo D allo_D bc ne allo allo_D 0.665005
pax benthic geneva lake allo D allo_D bc sl allo allo_D 0.739622
pax benthic geneva stream allo D allo_D bc sl allo allo_D 0.741294
pax benthic hadsten lake allo D allo_D bc ne allo allo_D 0.722574
pax benthic hald lake allo D allo_D bc ne allo allo_D 0.659278
pax benthic japan japansea allo D allo_D bc jp allo allo_D 0.852488
pax benthic japan marine allo D allo_D bc jp allo allo_D 0.575888
pax benthic joes lake allo D allo_D bc bc para para_D 0.630204
pax benthic joes stream allo D allo_D bc bc para para_D 0.625176
pax benthic litcampbell marine allo D allo_D bc bc para para_D 0.400017
pax benthic ln marine allo D allo_D bc ns allo allo_D 0.628915
pax benthic lq benthic allo S allo_S bc bc para para_S 0.376663
pax benthic lq limnetic allo D allo_D bc bc para para_D 0.445739
pax benthic mariager marine allo D allo_D bc ne allo allo_D 0.629389
pax benthic mh marine allo D allo_D bc ns allo allo_D 0.633851
pax benthic mh white allo D allo_D bc ns allo allo_D 0.638435
pax benthic misty lake allo D allo_D bc bc para para_D 0.501215
pax benthic misty stream allo D allo_D bc bc para para_D 0.496315
pax benthic ms marine allo D allo_D bc or allo allo_D 0.419787
pax benthic mud lake allo D allo_D bc al allo allo_D 0.513191
pax benthic pcr lake allo D allo_D bc or allo allo_D 0.322947
pax benthic pl lake allo D allo_D bc or allo allo_D 0.764341
pax benthic rab marine allo D allo_D bc al allo allo_D 0.507219
pax benthic rb stream allo D allo_D bc or allo allo_D 0.502664
pax benthic res marine allo D allo_D bc al allo allo_D 0.500416
pax benthic roberts lake allo D allo_D bc bc para para_D 0.458326
pax benthic roberts stream allo D allo_D bc bc para para_D 0.507639
pax benthic sj marine allo D allo_D bc or allo allo_D 0.32435
pax benthic sk marine allo D allo_D bc ns allo allo_D 0.635452
pax benthic sr marine allo D allo_D bc ns allo allo_D 0.628576
pax benthic sr white allo D allo_D bc ns allo allo_D 0.63003
pax benthic stl lake allo D allo_D bc or allo allo_D 0.743565
pax benthic wc stream allo D allo_D bc or allo allo_D 0.318186
pax limnetic al marine allo D allo_D bc ns allo allo_D 0.516959
pax limnetic bea lake allo D allo_D bc al allo allo_D 0.435202
pax limnetic boot lake allo D allo_D bc bc para para_D 0.512593
pax limnetic boot stream allo D allo_D bc bc para para_D 0.515203
pax limnetic cl marine allo D allo_D bc ns allo allo_D 0.513533
pax limnetic cl white allo D allo_D bc ns allo allo_D 0.52104
pax limnetic constance lake allo D allo_D bc sl allo allo_D 0.622122
pax limnetic constance stream allo D allo_D bc sl allo allo_D 0.609334
pax limnetic cp marine allo D allo_D bc ns allo allo_D 0.526267
pax limnetic cr stream allo D allo_D bc or allo allo_D 0.714734
pax limnetic cs marine allo D allo_D bc or allo allo_D 0.260573
pax limnetic denmark marine allo D allo_D bc ne allo allo_D 0.542872
pax limnetic geneva lake allo D allo_D bc sl allo allo_D 0.662835
pax limnetic geneva stream allo D allo_D bc sl allo allo_D 0.669624
pax limnetic hadsten lake allo D allo_D bc ne allo allo_D 0.661252
pax limnetic hald lake allo D allo_D bc ne allo allo_D 0.595325
pax limnetic japan japansea allo D allo_D bc jp allo allo_D 0.836038
pax limnetic japan marine allo D allo_D bc jp allo allo_D 0.467686
pax limnetic joes lake allo D allo_D bc bc para para_D 0.583477
pax limnetic joes stream allo D allo_D bc bc para para_D 0.575242
pax limnetic litcampbell marine allo D allo_D bc bc para para_D 0.288506
pax limnetic ln marine allo D allo_D bc ns allo allo_D 0.522253
pax limnetic lq benthic allo D allo_D bc bc para para_D 0.402882
pax limnetic lq limnetic allo S allo_S bc bc para para_S 0.29067
pax limnetic mariager marine allo D allo_D bc ne allo allo_D 0.558166
pax limnetic mh marine allo D allo_D bc ns allo allo_D 0.503126
pax limnetic mh white allo D allo_D bc ns allo allo_D 0.501502
pax limnetic misty lake allo D allo_D bc bc para para_D 0.43553
pax limnetic misty stream allo D allo_D bc bc para para_D 0.430174
pax limnetic ms marine allo D allo_D bc or allo allo_D 0.30953
pax limnetic mud lake allo D allo_D bc al allo allo_D 0.444554
pax limnetic pax benthic para D para_D bc bc para para_D 0.343408
pax limnetic pcr lake allo D allo_D bc or allo allo_D 0.310591
pax limnetic pl lake allo D allo_D bc or allo allo_D 0.740817
pax limnetic rab marine allo D allo_D bc al allo allo_D 0.366927
pax limnetic rb stream allo D allo_D bc or allo allo_D 0.45497
pax limnetic res marine allo D allo_D bc al allo allo_D 0.39456
pax limnetic roberts lake allo D allo_D bc bc para para_D 0.35736
pax limnetic roberts stream allo D allo_D bc bc para para_D 0.427428
pax limnetic sj marine allo D allo_D bc or allo allo_D 0.250482
pax limnetic sk marine allo D allo_D bc ns allo allo_D 0.519093
pax limnetic sr marine allo D allo_D bc ns allo allo_D 0.513076
pax limnetic sr white allo D allo_D bc ns allo allo_D 0.520475
pax limnetic stl lake allo D allo_D bc or allo allo_D 0.724989
pax limnetic wc stream allo D allo_D bc or allo allo_D 0.257787
pcr lake al marine allo D allo_D or ns allo allo_D 0.425737
pcr lake bea lake allo S allo_S or al allo allo_S 0.357405
pcr lake boot lake allo S allo_S or bc allo allo_S 0.39291
pcr lake boot stream allo D allo_D or bc allo allo_D 0.372724
pcr lake cl marine allo D allo_D or ns allo allo_D 0.440025
pcr lake cl white allo D allo_D or ns allo allo_D 0.435155
pcr lake constance lake allo S allo_S or sl allo allo_S 0.46575
pcr lake constance stream allo D allo_D or sl allo allo_D 0.460903
pcr lake cp marine allo D allo_D or ns allo allo_D 0.449821
pcr lake denmark marine allo D allo_D or ne allo allo_D 0.477729
pcr lake geneva lake allo S allo_S or sl allo allo_S 0.48959
pcr lake geneva stream allo D allo_D or sl allo allo_D 0.494225
pcr lake hadsten lake allo S allo_S or ne allo allo_S 0.530825
pcr lake hald lake allo S allo_S or ne allo allo_S 0.498149
pcr lake japan japansea allo D allo_D or jp allo allo_D 0.786202
pcr lake japan marine allo D allo_D or jp allo allo_D 0.455412
pcr lake joes lake allo S allo_S or bc allo allo_S 0.412811
pcr lake joes stream allo D allo_D or bc allo allo_D 0.399341
pcr lake litcampbell marine allo D allo_D or bc allo allo_D 0.24006
pcr lake ln marine allo D allo_D or ns allo allo_D 0.434793
pcr lake mariager marine allo D allo_D or ne allo allo_D 0.471136
pcr lake mh marine allo D allo_D or ns allo allo_D 0.416009
pcr lake mh white allo D allo_D or ns allo allo_D 0.416142
pcr lake misty lake allo S allo_S or bc allo allo_S 0.330364
pcr lake misty stream allo D allo_D or bc allo allo_D 0.328638
pcr lake mud lake allo S allo_S or al allo allo_S 0.374083
pcr lake pl lake allo S allo_S or or para para_S 0.569008
pcr lake rab marine allo D allo_D or al allo allo_D 0.300147
pcr lake rb stream allo D allo_D or or para para_D 0.423325
pcr lake res marine allo D allo_D or al allo allo_D 0.335721
pcr lake roberts lake allo S allo_S or bc allo allo_S 0.294846
pcr lake roberts stream allo D allo_D or bc allo allo_D 0.325146
pcr lake sj marine allo D allo_D or or para para_D 0.11079
pcr lake sk marine allo D allo_D or ns allo allo_D 0.438202
pcr lake sr marine allo D allo_D or ns allo allo_D 0.432804
pcr lake sr white allo D allo_D or ns allo allo_D 0.433116
pcr lake stl lake allo S allo_S or or para para_S 0.595206
pcr lake wc stream allo D allo_D or or para para_D 0.0814089
pl lake al marine allo D allo_D or ns allo allo_D 0.800885
pl lake bea lake allo S allo_S or al allo allo_S 0.718303
pl lake boot lake allo S allo_S or bc allo allo_S 0.767213
pl lake boot stream allo D allo_D or bc allo allo_D 0.794315
pl lake cl marine allo D allo_D or ns allo allo_D 0.815224
pl lake cl white allo D allo_D or ns allo allo_D 0.801909
pl lake constance lake allo S allo_S or sl allo allo_S 0.82329
pl lake constance stream allo D allo_D or sl allo allo_D 0.814415
pl lake cp marine allo D allo_D or ns allo allo_D 0.786581
pl lake denmark marine allo D allo_D or ne allo allo_D 0.830233
pl lake geneva lake allo S allo_S or sl allo allo_S 0.833701
pl lake geneva stream allo D allo_D or sl allo allo_D 0.838737
pl lake hadsten lake allo S allo_S or ne allo allo_S 0.825825
pl lake hald lake allo S allo_S or ne allo allo_S 0.791263
pl lake japan japansea allo D allo_D or jp allo allo_D 0.906626
pl lake japan marine allo D allo_D or jp allo allo_D 0.771524
pl lake joes lake allo S allo_S or bc allo allo_S 0.780487
pl lake joes stream allo D allo_D or bc allo allo_D 0.785216
pl lake litcampbell marine allo D allo_D or bc allo allo_D 0.700386
pl lake ln marine allo D allo_D or ns allo allo_D 0.796826
pl lake mariager marine allo D allo_D or ne allo allo_D 0.772272
pl lake mh marine allo D allo_D or ns allo allo_D 0.8213
pl lake mh white allo D allo_D or ns allo allo_D 0.831318
pl lake misty lake allo S allo_S or bc allo allo_S 0.699354
pl lake misty stream allo D allo_D or bc allo allo_D 0.699729
pl lake mud lake allo S allo_S or al allo allo_S 0.712288
pl lake rab marine allo D allo_D or al allo allo_D 0.768152
pl lake rb stream allo D allo_D or or para para_D 0.292165
pl lake res marine allo D allo_D or al allo allo_D 0.736981
pl lake roberts lake allo S allo_S or bc allo allo_S 0.667473
pl lake roberts stream allo D allo_D or bc allo allo_D 0.714201
pl lake sj marine allo D allo_D or or para para_D 0.538454
pl lake sk marine allo D allo_D or ns allo allo_D 0.809382
pl lake sr marine allo D allo_D or ns allo allo_D 0.809126
pl lake sr white allo D allo_D or ns allo allo_D 0.805572
pl lake stl lake allo S allo_S or or para para_S 0.129035
pl lake wc stream allo D allo_D or or para para_D 0.605271
pri benthic al marine allo D allo_D bc ns allo allo_D 0.594425
pri benthic bea lake allo D allo_D bc al allo allo_D 0.457726
pri benthic boot lake allo D allo_D bc bc para para_D 0.547655
pri benthic boot stream allo D allo_D bc bc para para_D 0.535186
pri benthic cl marine allo D allo_D bc ns allo allo_D 0.593336
pri benthic cl white allo D allo_D bc ns allo allo_D 0.597999
pri benthic constance lake allo D allo_D bc sl allo allo_D 0.67153
pri benthic constance stream allo D allo_D bc sl allo allo_D 0.655974
pri benthic cp marine allo D allo_D bc ns allo allo_D 0.59743
pri benthic cr stream allo D allo_D bc or allo allo_D 0.721405
pri benthic cs marine allo D allo_D bc or allo allo_D 0.320345
pri benthic denmark marine allo D allo_D bc ne allo allo_D 0.627117
pri benthic geneva lake allo D allo_D bc sl allo allo_D 0.702983
pri benthic geneva stream allo D allo_D bc sl allo allo_D 0.708304
pri benthic hadsten lake allo D allo_D bc ne allo allo_D 0.691547
pri benthic hald lake allo D allo_D bc ne allo allo_D 0.629011
pri benthic japan japansea allo D allo_D bc jp allo allo_D 0.839103
pri benthic japan marine allo D allo_D bc jp allo allo_D 0.55039
pri benthic joes lake allo D allo_D bc bc para para_D 0.592017
pri benthic joes stream allo D allo_D bc bc para para_D 0.581419
pri benthic litcampbell marine allo D allo_D bc bc para para_D 0.345587
pri benthic ln marine allo D allo_D bc ns allo allo_D 0.598468
pri benthic lq benthic allo S allo_S bc bc para para_S 0.316283
pri benthic lq limnetic allo D allo_D bc bc para para_D 0.390812
pri benthic mariager marine allo D allo_D bc ne allo allo_D 0.602133
pri benthic mh marine allo D allo_D bc ns allo allo_D 0.588384
pri benthic mh white allo D allo_D bc ns allo allo_D 0.590897
pri benthic misty lake allo D allo_D bc bc para para_D 0.45237
pri benthic misty stream allo D allo_D bc bc para para_D 0.450514
pri benthic ms marine allo D allo_D bc or allo allo_D 0.381314
pri benthic mud lake allo D allo_D bc al allo allo_D 0.485603
pri benthic pax benthic allo S allo_S bc bc para para_S 0.315566
pri benthic pax limnetic allo D allo_D bc bc para para_D 0.391128
pri benthic pcr lake allo D allo_D bc or allo allo_D 0.286097
pri benthic pl lake allo D allo_D bc or allo allo_D 0.746555
pri benthic rab marine allo D allo_D bc al allo allo_D 0.461155
pri benthic rb stream allo D allo_D bc or allo allo_D 0.48672
pri benthic res marine allo D allo_D bc al allo allo_D 0.460354
pri benthic roberts lake allo D allo_D bc bc para para_D 0.405784
pri benthic roberts stream allo D allo_D bc bc para para_D 0.451514
pri benthic sj marine allo D allo_D bc or allo allo_D 0.299329
pri benthic sk marine allo D allo_D bc ns allo allo_D 0.599496
pri benthic sr marine allo D allo_D bc ns allo allo_D 0.591735
pri benthic sr white allo D allo_D bc ns allo allo_D 0.596392
pri benthic stl lake allo D allo_D bc or allo allo_D 0.73231
pri benthic wc stream allo D allo_D bc or allo allo_D 0.284553
pri limnetic al marine allo D allo_D bc ns allo allo_D 0.491359
pri limnetic bea lake allo D allo_D bc al allo allo_D 0.408353
pri limnetic boot lake allo D allo_D bc bc para para_D 0.473889
pri limnetic boot stream allo D allo_D bc bc para para_D 0.498579
pri limnetic cl marine allo D allo_D bc ns allo allo_D 0.489281
pri limnetic cl white allo D allo_D bc ns allo allo_D 0.497139
pri limnetic constance lake allo D allo_D bc sl allo allo_D 0.602348
pri limnetic constance stream allo D allo_D bc sl allo allo_D 0.590522
pri limnetic cp marine allo D allo_D bc ns allo allo_D 0.500081
pri limnetic cr stream allo D allo_D bc or allo allo_D 0.706057
pri limnetic cs marine allo D allo_D bc or allo allo_D 0.247133
pri limnetic denmark marine allo D allo_D bc ne allo allo_D 0.527356
pri limnetic geneva lake allo D allo_D bc sl allo allo_D 0.641678
pri limnetic geneva stream allo D allo_D bc sl allo allo_D 0.646952
pri limnetic hadsten lake allo D allo_D bc ne allo allo_D 0.655557
pri limnetic hald lake allo D allo_D bc ne allo allo_D 0.588393
pri limnetic japan japansea allo D allo_D bc jp allo allo_D 0.833123
pri limnetic japan marine allo D allo_D bc jp allo allo_D 0.444002
pri limnetic joes lake allo D allo_D bc bc para para_D 0.574276
pri limnetic joes stream allo D allo_D bc bc para para_D 0.571798
pri limnetic litcampbell marine allo D allo_D bc bc para para_D 0.262022
pri limnetic ln marine allo D allo_D bc ns allo allo_D 0.498347
pri limnetic lq benthic allo D allo_D bc bc para para_D 0.399679
pri limnetic lq limnetic allo S allo_S bc bc para para_S 0.27013
pri limnetic mariager marine allo D allo_D bc ne allo allo_D 0.551347
pri limnetic mh marine allo D allo_D bc ns allo allo_D 0.480234
pri limnetic mh white allo D allo_D bc ns allo allo_D 0.478988
