"pop" "id.raw" "id" "k.value.run" "X1" "X2" "X3" "membership"
"283" "SR" "whtstbk_gbs_2015_L2_brds_SR18" "SR18" 1 1 NA NA 1
"284" "SR" "whtstbk_gbs_2015_L2_brds_SR20" "SR20" 1 1 NA NA 1
"285" "SR" "whtstbk_gbs_2015_L2_brds_SR25" "SR25" 1 1 NA NA 1
"286" "SR" "whtstbk_gbs_2015_L2_brds_SR45" "SR45" 1 1 NA NA 1
"287" "SR" "whtstbk_gbs_2015_L2_brds_SR80" "SR80" 1 1 NA NA 1
"288" "SR" "whtstbk_gbs_2015_L2_brds_SR92" "SR92" 1 1 NA NA 1
"289" "AL" "whtstbk_gbs_2015_L1_brds_AL1" "AL1" 2 0.999848 0.000152 NA 1
"290" "AL" "whtstbk_gbs_2015_L1_brds_AL11" "AL11" 2 0.999847 0.000153 NA 1
"291" "AL" "whtstbk_gbs_2015_L1_brds_AL13" "AL13" 2 0.999841 0.000159 NA 1
"292" "AL" "whtstbk_gbs_2015_L1_brds_AL14" "AL14" 2 0.999841 0.000159 NA 1
"293" "AL" "whtstbk_gbs_2015_L1_brds_AL23" "AL23" 2 0.999851 0.000149 NA 1
"294" "AL" "whtstbk_gbs_2015_L1_brds_AL32" "AL32" 2 0.999865 0.000135 NA 1
"295" "AL" "whtstbk_gbs_2015_L1_brds_AL5" "AL5" 2 0.999852 0.000148 NA 1
"296" "AL" "whtstbk_gbs_2015_L1_brds_AL7" "AL7" 2 0.999852 0.000148 NA 1
"297" "BR" "whtstbk_gbs_2015_L1_brds_BR20" "BR20" 2 0.999866 0.000134 NA 1
"298" "BR" "whtstbk_gbs_2015_L1_brds_BR24" "BR24" 2 0.999727 0.000273 NA 1
"299" "BR" "whtstbk_gbs_2015_L1_brds_BR28" "BR28" 2 0.999873 0.000127 NA 1
"300" "BR" "whtstbk_gbs_2015_L1_brds_BR31" "BR31" 2 0.999858 0.000142 NA 1
"301" "BR" "whtstbk_gbs_2015_L1_brds_BR33" "BR33" 2 0.999859 0.000141 NA 1
"302" "BR" "whtstbk_gbs_2015_L1_brds_BR36" "BR36" 2 0.999862 0.000138 NA 1
"303" "CB" "whtstbk_gbs_2015_L1_brds_CB1" "CB1" 2 0.999823 0.000177 NA 1
"304" "CL" "whtstbk_gbs_2015_L1_brds_CL11" "CL11" 2 0.999804 0.000196 NA 1
"305" "CL" "whtstbk_gbs_2015_L1_brds_CL12" "CL12" 2 0.996586 0.003414 NA 1
"306" "CL" "whtstbk_gbs_2015_L1_brds_CL19" "CL19" 2 0.000172 0.999828 NA 2
"307" "CL" "whtstbk_gbs_2015_L1_brds_CL21" "CL21" 2 0.000169 0.999831 NA 2
"308" "CL" "whtstbk_gbs_2015_L1_brds_CL24" "CL24" 2 0.999819 0.000181 NA 1
"309" "CL" "whtstbk_gbs_2015_L1_brds_CL25" "CL25" 2 0.000151 0.999849 NA 2
"310" "CL" "whtstbk_gbs_2015_L1_brds_CL28" "CL28" 2 0.999804 0.000196 NA 1
"311" "CL" "whtstbk_gbs_2015_L1_brds_CL29" "CL29" 2 0.000181 0.999819 NA 2
"312" "CL" "whtstbk_gbs_2015_L1_brds_CL33" "CL33" 2 0.000164 0.999836 NA 2
"313" "CL" "whtstbk_gbs_2015_L1_brds_CL38" "CL38" 2 0.999004 0.000996 NA 1
"314" "CL" "whtstbk_gbs_2015_L1_brds_CL40" "CL40" 2 0.000139 0.999861 NA 2
"315" "CL" "whtstbk_gbs_2015_L1_brds_CL41" "CL41" 2 0.000173 0.999827 NA 2
"316" "CL" "whtstbk_gbs_2015_L1_brds_CL45" "CL45" 2 0.000136 0.999864 NA 2
"317" "CL" "whtstbk_gbs_2015_L1_brds_CL50" "CL50" 2 0.999756 0.000244 NA 1
"318" "CL" "whtstbk_gbs_2015_L1_brds_CL53" "CL53" 2 0.999818 0.000182 NA 1
"319" "CL" "whtstbk_gbs_2015_L1_brds_CL58" "CL58" 2 0.999837 0.000163 NA 1
"320" "CL" "whtstbk_gbs_2015_L1_brds_CL64" "CL64" 2 0.000267 0.999733 NA 2
"321" "CL" "whtstbk_gbs_2015_L1_brds_CL64.2" "CL64.2" 2 0.999828 0.000172 NA 1
"322" "CPN" "whtstbk_gbs_2015_L1_brds_CPN12" "CPN12" 2 0.999848 0.000152 NA 1
"323" "CPN" "whtstbk_gbs_2015_L1_brds_CPN13" "CPN13" 2 0.999845 0.000155 NA 1
"324" "CPN" "whtstbk_gbs_2015_L1_brds_CPN19" "CPN19" 2 0.999863 0.000137 NA 1
"325" "CPN" "whtstbk_gbs_2015_L1_brds_CPN23" "CPN23" 2 0.999845 0.000155 NA 1
"326" "CPN" "whtstbk_gbs_2015_L1_brds_CPN25" "CPN25" 2 0.999861 0.000139 NA 1
"327" "CPN" "whtstbk_gbs_2015_L1_brds_CPN33" "CPN33" 2 0.999828 0.000172 NA 1
"328" "CPN" "whtstbk_gbs_2015_L1_brds_CPN9" "CPN9" 2 0.999839 0.000161 NA 1
"329" "CPSE" "whtstbk_gbs_2015_L1_brds_CPSE15" "CPSE15" 2 0.99986 0.00014 NA 1
"330" "CPSE" "whtstbk_gbs_2015_L1_brds_CPSE19" "CPSE19" 2 0.999834 0.000166 NA 1
"331" "CPSE" "whtstbk_gbs_2015_L1_brds_CPSE20" "CPSE20" 2 0.999868 0.000132 NA 1
"332" "CPSE" "whtstbk_gbs_2015_L1_brds_CPSE23" "CPSE23" 2 0.999837 0.000163 NA 1
"333" "CPSE" "whtstbk_gbs_2015_L1_brds_CPSE25" "CPSE25" 2 0.999834 0.000166 NA 1
"334" "CPSE" "whtstbk_gbs_2015_L1_brds_CPSE33" "CPSE33" 2 0.999845 0.000155 NA 1
"335" "CPSE" "whtstbk_gbs_2015_L1_brds_CPSE34" "CPSE34" 2 0.999861 0.000139 NA 1
"336" "CPSE" "whtstbk_gbs_2015_L1_brds_CPSE9" "CPSE9" 2 0.999863 0.000137 NA 1
"337" "GC" "whtstbk_gbs_2015_L1_brds_GC1" "GC1" 2 0.999812 0.000188 NA 1
"338" "GC" "whtstbk_gbs_2015_L1_brds_GC14" "GC14" 2 0.999863 0.000137 NA 1
"339" "GC" "whtstbk_gbs_2015_L1_brds_GC18" "GC18" 2 0.999833 0.000167 NA 1
"340" "GC" "whtstbk_gbs_2015_L1_brds_GC2" "GC2" 2 0.999852 0.000148 NA 1
"341" "GC" "whtstbk_gbs_2015_L1_brds_GC21" "GC21" 2 0.99984 0.00016 NA 1
"342" "GC" "whtstbk_gbs_2015_L1_brds_GC24" "GC24" 2 0.999867 0.000133 NA 1
"343" "GC" "whtstbk_gbs_2015_L1_brds_GC30" "GC30" 2 0.999872 0.000128 NA 1
"344" "GC" "whtstbk_gbs_2015_L1_brds_GC31" "GC31" 2 0.999863 0.000137 NA 1
"345" "GC" "whtstbk_gbs_2015_L1_brds_GC36" "GC36" 2 0.999853 0.000147 NA 1
"346" "GC" "whtstbk_gbs_2015_L1_brds_GC38" "GC38" 2 0.999859 0.000141 NA 1
"347" "GC" "whtstbk_gbs_2015_L1_brds_GC9" "GC9" 2 0.999841 0.000159 NA 1
"348" "LD" "whtstbk_gbs_2015_L1_brds_LD1" "LD1" 2 0.00026 0.99974 NA 2
"349" "LD" "whtstbk_gbs_2015_L1_brds_LD3" "LD3" 2 0.978759 0.021241 NA 1
"350" "LN" "whtstbk_gbs_2015_L1_brds_LN1" "LN1" 2 0.999866 0.000134 NA 1
"351" "LN" "whtstbk_gbs_2015_L1_brds_LN10" "LN10" 2 0.999871 0.000129 NA 1
"352" "LN" "whtstbk_gbs_2015_L1_brds_LN12" "LN12" 2 0.999871 0.000129 NA 1
"353" "LN" "whtstbk_gbs_2015_L1_brds_LN13" "LN13" 2 0.999815 0.000185 NA 1
"354" "LN" "whtstbk_gbs_2015_L1_brds_LN16" "LN16" 2 0.999857 0.000143 NA 1
"355" "LN" "whtstbk_gbs_2015_L1_brds_LN19" "LN19" 2 0.999865 0.000135 NA 1
"356" "LN" "whtstbk_gbs_2015_L1_brds_LN22" "LN22" 2 0.99981 0.00019 NA 1
"357" "LN" "whtstbk_gbs_2015_L1_brds_LN25" "LN25" 2 0.99986 0.00014 NA 1
"358" "LN" "whtstbk_gbs_2015_L1_brds_LN3" "LN3" 2 0.99986 0.00014 NA 1
"359" "LN" "whtstbk_gbs_2015_L1_brds_LN4" "LN4" 2 0.999864 0.000136 NA 1
"360" "LN" "whtstbk_gbs_2015_L1_brds_LN6" "LN6" 2 0.999856 0.000144 NA 1
"361" "LN" "whtstbk_gbs_2015_L1_brds_LN7" "LN7" 2 0.999841 0.000159 NA 1
"362" "LN" "whtstbk_gbs_2015_L1_brds_LN9" "LN9" 2 0.999847 0.000153 NA 1
"363" "MH" "whtstbk_gbs_2015_L1_brds_MH10" "MH10" 2 0.999834 0.000166 NA 1
"364" "MH" "whtstbk_gbs_2015_L1_brds_MH16" "MH16" 2 0.999832 0.000168 NA 1
"365" "MH" "whtstbk_gbs_2015_L1_brds_MH19" "MH19" 2 0.99986 0.00014 NA 1
"366" "MH" "whtstbk_gbs_2015_L1_brds_MH21" "MH21" 2 0.999842 0.000158 NA 1
"367" "MH" "whtstbk_gbs_2015_L1_brds_MH22" "MH22" 2 0.999674 0.000326 NA 1
"368" "MH" "whtstbk_gbs_2015_L1_brds_MH29" "MH29" 2 0.000201 0.999799 NA 2
"369" "MH" "whtstbk_gbs_2015_L1_brds_MH35" "MH35" 2 0.000154 0.999846 NA 2
"370" "MH" "whtstbk_gbs_2015_L1_brds_MH36" "MH36" 2 0.000198 0.999802 NA 2
"371" "MH" "whtstbk_gbs_2015_L1_brds_MH5" "MH5" 2 0.999874 0.000126 NA 1
"372" "MM" "whtstbk_gbs_2015_L1_brds_MM2" "MM2" 2 0.000223 0.999777 NA 2
"373" "MR" "whtstbk_gbs_2015_L1_brds_MR1" "MR1" 2 0.99988 0.00012 NA 1
"374" "MR" "whtstbk_gbs_2015_L1_brds_MR15" "MR15" 2 0.999857 0.000143 NA 1
"375" "MR" "whtstbk_gbs_2015_L1_brds_MR18" "MR18" 2 0.999868 0.000132 NA 1
"376" "MR" "whtstbk_gbs_2015_L1_brds_MR4" "MR4" 2 0.999867 0.000133 NA 1
"377" "MR" "whtstbk_gbs_2015_L1_brds_MR47" "MR47" 2 0.999878 0.000122 NA 1
"378" "MR" "whtstbk_gbs_2015_L1_brds_MR58" "MR58" 2 0.999861 0.000139 NA 1
"379" "MR" "whtstbk_gbs_2015_L1_brds_MR9" "MR9" 2 0.999883 0.000117 NA 1
"380" "QR" "whtstbk_gbs_2015_L1_brds_QR2" "QR2" 2 0.999843 0.000157 NA 1
"381" "RT" "whtstbk_gbs_2015_L1_brds_RT22" "RT22" 2 0.00023 0.99977 NA 2
"382" "RT" "whtstbk_gbs_2015_L1_brds_RT42" "RT42" 2 0.000441 0.999559 NA 2
"383" "RT" "whtstbk_gbs_2015_L1_brds_RT47" "RT47" 2 0.999774 0.000226 NA 1
"384" "RT" "whtstbk_gbs_2015_L1_brds_RT50" "RT50" 2 0.000269 0.999731 NA 2
"385" "RT" "whtstbk_gbs_2015_L1_brds_RT60" "RT60" 2 2e-04 0.9998 NA 2
"386" "SF" "whtstbk_gbs_2015_L1_brds_SF12" "SF12" 2 0.999825 0.000175 NA 1
"387" "SF" "whtstbk_gbs_2015_L1_brds_SF2" "SF2" 2 0.000182 0.999818 NA 2
"388" "SF" "whtstbk_gbs_2015_L1_brds_SF24" "SF24" 2 0.000162 0.999838 NA 2
"389" "SF" "whtstbk_gbs_2015_L1_brds_SF27" "SF27" 2 0.000212 0.999788 NA 2
"390" "SF" "whtstbk_gbs_2015_L1_brds_SF28" "SF28" 2 0.000221 0.999779 NA 2
"391" "SF" "whtstbk_gbs_2015_L1_brds_SF32" "SF32" 2 0.000219 0.999781 NA 2
"392" "SF" "whtstbk_gbs_2015_L1_brds_SF5" "SF5" 2 0.000172 0.999828 NA 2
"393" "SF" "whtstbk_gbs_2015_L1_brds_SF58" "SF58" 2 0.999829 0.000171 NA 1
"394" "SF" "whtstbk_gbs_2015_L1_brds_SF83" "SF83" 2 0.000187 0.999813 NA 2
"395" "SH" "whtstbk_gbs_2015_L1_brds_SH11" "SH11" 2 0.999821 0.000179 NA 1
"396" "SH" "whtstbk_gbs_2015_L1_brds_SH13" "SH13" 2 0.000151 0.999849 NA 2
"397" "SH" "whtstbk_gbs_2015_L1_brds_SH14" "SH14" 2 0.000214 0.999786 NA 2
"398" "SH" "whtstbk_gbs_2015_L1_brds_SH18" "SH18" 2 0.999814 0.000186 NA 1
"399" "SH" "whtstbk_gbs_2015_L1_brds_SH19" "SH19" 2 0.999794 0.000206 NA 1
"400" "SH" "whtstbk_gbs_2015_L1_brds_SH4" "SH4" 2 0.999805 0.000195 NA 1
"401" "SH" "whtstbk_gbs_2015_L1_brds_SH6" "SH6" 2 0.000159 0.999841 NA 2
"402" "SH" "whtstbk_gbs_2015_L1_brds_SH7" "SH7" 2 0.999799 0.000201 NA 1
"403" "SK" "whtstbk_gbs_2015_L1_brds_SK10" "SK10" 2 0.999793 0.000207 NA 1
"404" "SK" "whtstbk_gbs_2015_L1_brds_SK13" "SK13" 2 0.999864 0.000136 NA 1
"405" "SK" "whtstbk_gbs_2015_L1_brds_SK14" "SK14" 2 0.999875 0.000125 NA 1
"406" "SK" "whtstbk_gbs_2015_L1_brds_SK17" "SK17" 2 0.999877 0.000123 NA 1
"407" "SK" "whtstbk_gbs_2015_L1_brds_SK19" "SK19" 2 0.999853 0.000147 NA 1
"408" "SK" "whtstbk_gbs_2015_L1_brds_SK25" "SK25" 2 0.999873 0.000127 NA 1
"409" "SK" "whtstbk_gbs_2015_L1_brds_SK26" "SK26" 2 0.999838 0.000162 NA 1
"410" "SK" "whtstbk_gbs_2015_L1_brds_SK4" "SK4" 2 0.999852 0.000148 NA 1
"411" "SK" "whtstbk_gbs_2015_L1_brds_SK8" "SK8" 2 0.999877 0.000123 NA 1
"412" "SP" "whtstbk_gbs_2015_L1_brds_SP1" "SP1" 2 0.999824 0.000176 NA 1
"413" "SP" "whtstbk_gbs_2015_L1_brds_SP4" "SP4" 2 0.999759 0.000241 NA 1
"414" "SR" "whtstbk_gbs_2015_L1_brds_SR1" "SR1" 2 0.99981 0.00019 NA 1
"415" "SR" "whtstbk_gbs_2015_L1_brds_SR105" "SR105" 2 0.00017 0.99983 NA 2
"416" "SR" "whtstbk_gbs_2015_L1_brds_SR114" "SR114" 2 0.000174 0.999826 NA 2
"417" "SR" "whtstbk_gbs_2015_L1_brds_SR125" "SR125" 2 0.999878 0.000122 NA 1
"418" "SR" "whtstbk_gbs_2015_L1_brds_SR128" "SR128" 2 0.99985 0.00015 NA 1
"419" "SR" "whtstbk_gbs_2015_L1_brds_SR131" "SR131" 2 0.000197 0.999803 NA 2
"420" "SR" "whtstbk_gbs_2015_L1_brds_SR133" "SR133" 2 0.000153 0.999847 NA 2
"421" "SR" "whtstbk_gbs_2015_L1_brds_SR141" "SR141" 2 0.000167 0.999833 NA 2
"422" "SR" "whtstbk_gbs_2015_L1_brds_SR144" "SR144" 2 0.999774 0.000226 NA 1
"423" "SR" "whtstbk_gbs_2015_L1_brds_SR15" "SR15" 2 0.189901 0.810099 NA 2
"424" "SR" "whtstbk_gbs_2015_L1_brds_SR159" "SR159" 2 0.999775 0.000225 NA 1
"425" "SR" "whtstbk_gbs_2015_L1_brds_SR24" "SR24" 2 0.994417 0.005583 NA 1
"426" "SR" "whtstbk_gbs_2015_L1_brds_SR34" "SR34" 2 0.998732 0.001268 NA 1
"427" "SR" "whtstbk_gbs_2015_L1_brds_SR37" "SR37" 2 0.999869 0.000131 NA 1
"428" "SR" "whtstbk_gbs_2015_L1_brds_SR51" "SR51" 2 0.000169 0.999831 NA 2
"429" "SR" "whtstbk_gbs_2015_L1_brds_SR58" "SR58" 2 0.999664 0.000336 NA 1
"430" "SR" "whtstbk_gbs_2015_L1_brds_SR88" "SR88" 2 0.999844 0.000156 NA 1
"431" "SR" "whtstbk_gbs_2015_L1_brds_SR89" "SR89" 2 0.999771 0.000229 NA 1
"432" "SR" "whtstbk_gbs_2015_L1_brds_SR96" "SR96" 2 0.999798 0.000202 NA 1
"433" "AL" "whtstbk_gbs_2015_L2_brds_AL12" "AL12" 2 0.999855 0.000145 NA 1
"434" "AL" "whtstbk_gbs_2015_L2_brds_AL2" "AL2" 2 0.999857 0.000143 NA 1
"435" "AL" "whtstbk_gbs_2015_L2_brds_AL21" "AL21" 2 0.999795 0.000205 NA 1
"436" "AL" "whtstbk_gbs_2015_L2_brds_AL22" "AL22" 2 0.999854 0.000146 NA 1
"437" "AL" "whtstbk_gbs_2015_L2_brds_AL24" "AL24" 2 0.999789 0.000211 NA 1
"438" "AL" "whtstbk_gbs_2015_L2_brds_AL29" "AL29" 2 0.999843 0.000157 NA 1
"439" "AL" "whtstbk_gbs_2015_L2_brds_AL3" "AL3" 2 0.999857 0.000143 NA 1
"440" "AL" "whtstbk_gbs_2015_L2_brds_AL6" "AL6" 2 0.999866 0.000134 NA 1
"441" "BR" "whtstbk_gbs_2015_L2_brds_BR18" "BR18" 2 0.999853 0.000147 NA 1
"442" "BR" "whtstbk_gbs_2015_L2_brds_BR19" "BR19" 2 0.999847 0.000153 NA 1
"443" "BR" "whtstbk_gbs_2015_L2_brds_BR21" "BR21" 2 0.999858 0.000142 NA 1
"444" "BR" "whtstbk_gbs_2015_L2_brds_BR23" "BR23" 2 0.999862 0.000138 NA 1
"445" "BR" "whtstbk_gbs_2015_L2_brds_BR25" "BR25" 2 0.999864 0.000136 NA 1
"446" "BR" "whtstbk_gbs_2015_L2_brds_BR26" "BR26" 2 0.99988 0.00012 NA 1
"447" "BR" "whtstbk_gbs_2015_L2_brds_BR29" "BR29" 2 0.999869 0.000131 NA 1
"448" "BR" "whtstbk_gbs_2015_L2_brds_BR32" "BR32" 2 0.999864 0.000136 NA 1
"449" "BR" "whtstbk_gbs_2015_L2_brds_BR37" "BR37" 2 0.999849 0.000151 NA 1
"450" "CB" "whtstbk_gbs_2015_L2_brds_CB2" "CB2" 2 0.999283 0.000717 NA 1
"451" "CL" "whtstbk_gbs_2015_L2_brds_CL17" "CL17" 2 0.999815 0.000185 NA 1
"452" "CL" "whtstbk_gbs_2015_L2_brds_CL23" "CL23" 2 0.999783 0.000217 NA 1
"453" "CL" "whtstbk_gbs_2015_L2_brds_CL27" "CL27" 2 0.999829 0.000171 NA 1
"454" "CL" "whtstbk_gbs_2015_L2_brds_CL31" "CL31" 2 0.000148 0.999852 NA 2
"455" "CL" "whtstbk_gbs_2015_L2_brds_CL39" "CL39" 2 0.000161 0.999839 NA 2
"456" "CL" "whtstbk_gbs_2015_L2_brds_CL42" "CL42" 2 0.000208 0.999792 NA 2
"457" "CL" "whtstbk_gbs_2015_L2_brds_CL43" "CL43" 2 0.999802 0.000198 NA 1
"458" "CL" "whtstbk_gbs_2015_L2_brds_CL47" "CL47" 2 0.000202 0.999798 NA 2
"459" "CL" "whtstbk_gbs_2015_L2_brds_CL54" "CL54" 2 0.000153 0.999847 NA 2
"460" "CL" "whtstbk_gbs_2015_L2_brds_CL56" "CL56" 2 0.000217 0.999783 NA 2
"461" "CL" "whtstbk_gbs_2015_L2_brds_CL63" "CL63" 2 0.000127 0.999873 NA 2
"462" "CL" "whtstbk_gbs_2015_L2_brds_CL9" "CL9" 2 0.99984 0.00016 NA 1
"463" "CPN" "whtstbk_gbs_2015_L2_brds_CPN10" "CPN10" 2 0.999839 0.000161 NA 1
"464" "CPN" "whtstbk_gbs_2015_L2_brds_CPN15" "CPN15" 2 0.999865 0.000135 NA 1
"465" "CPN" "whtstbk_gbs_2015_L2_brds_CPN17" "CPN17" 2 0.999868 0.000132 NA 1
"466" "CPN" "whtstbk_gbs_2015_L2_brds_CPN20" "CPN20" 2 0.99985 0.00015 NA 1
"467" "CPN" "whtstbk_gbs_2015_L2_brds_CPN27" "CPN27" 2 0.999856 0.000144 NA 1
"468" "CPN" "whtstbk_gbs_2015_L2_brds_CPN28" "CPN28" 2 0.999819 0.000181 NA 1
"469" "CPN" "whtstbk_gbs_2015_L2_brds_CPN35" "CPN35" 2 0.999828 0.000172 NA 1
"470" "CPN" "whtstbk_gbs_2015_L2_brds_CPN6" "CPN6" 2 0.99984 0.00016 NA 1
"471" "CPN" "whtstbk_gbs_2015_L2_brds_CPN8" "CPN8" 2 0.999851 0.000149 NA 1
"472" "CPSE" "whtstbk_gbs_2015_L2_brds_CPSE11" "CPSE11" 2 0.999849 0.000151 NA 1
"473" "CPSE" "whtstbk_gbs_2015_L2_brds_CPSE12" "CPSE12" 2 0.999811 0.000189 NA 1
"474" "CPSE" "whtstbk_gbs_2015_L2_brds_CPSE16" "CPSE16" 2 0.999868 0.000132 NA 1
"475" "CPSE" "whtstbk_gbs_2015_L2_brds_CPSE2" "CPSE2" 2 0.999853 0.000147 NA 1
"476" "CPSE" "whtstbk_gbs_2015_L2_brds_CPSE21" "CPSE21" 2 0.999818 0.000182 NA 1
"477" "CPSE" "whtstbk_gbs_2015_L2_brds_CPSE32" "CPSE32" 2 0.999805 0.000195 NA 1
"478" "CPSE" "whtstbk_gbs_2015_L2_brds_CPSE38" "CPSE38" 2 0.999858 0.000142 NA 1
"479" "GC" "whtstbk_gbs_2015_L2_brds_GC10" "GC10" 2 0.999854 0.000146 NA 1
"480" "GC" "whtstbk_gbs_2015_L2_brds_GC12" "GC12" 2 0.999875 0.000125 NA 1
"481" "GC" "whtstbk_gbs_2015_L2_brds_GC15" "GC15" 2 0.99987 0.00013 NA 1
"482" "GC" "whtstbk_gbs_2015_L2_brds_GC16" "GC16" 2 0.99987 0.00013 NA 1
"483" "GC" "whtstbk_gbs_2015_L2_brds_GC19" "GC19" 2 0.999878 0.000122 NA 1
"484" "GC" "whtstbk_gbs_2015_L2_brds_GC28" "GC28" 2 0.999862 0.000138 NA 1
"485" "GC" "whtstbk_gbs_2015_L2_brds_GC32" "GC32" 2 0.999875 0.000125 NA 1
"486" "GC" "whtstbk_gbs_2015_L2_brds_GC4" "GC4" 2 0.999865 0.000135 NA 1
"487" "GC" "whtstbk_gbs_2015_L2_brds_GC40" "GC40" 2 0.999873 0.000127 NA 1
"488" "GC" "whtstbk_gbs_2015_L2_brds_GC45" "GC45" 2 0.999859 0.000141 NA 1
"489" "GC" "whtstbk_gbs_2015_L2_brds_GC7" "GC7" 2 0.999856 0.000144 NA 1
"490" "LD" "whtstbk_gbs_2015_L2_brds_LD2" "LD2" 2 0.999815 0.000185 NA 1
"491" "LN" "whtstbk_gbs_2015_L2_brds_LN11" "LN11" 2 0.999838 0.000162 NA 1
"492" "LN" "whtstbk_gbs_2015_L2_brds_LN14" "LN14" 2 0.999851 0.000149 NA 1
"493" "LN" "whtstbk_gbs_2015_L2_brds_LN15" "LN15" 2 0.999844 0.000156 NA 1
"494" "LN" "whtstbk_gbs_2015_L2_brds_LN17" "LN17" 2 0.999873 0.000127 NA 1
"495" "LN" "whtstbk_gbs_2015_L2_brds_LN18" "LN18" 2 0.999861 0.000139 NA 1
"496" "LN" "whtstbk_gbs_2015_L2_brds_LN2" "LN2" 2 0.999839 0.000161 NA 1
"497" "LN" "whtstbk_gbs_2015_L2_brds_LN20" "LN20" 2 0.999656 0.000344 NA 1
"498" "LN" "whtstbk_gbs_2015_L2_brds_LN21" "LN21" 2 0.999875 0.000125 NA 1
"499" "LN" "whtstbk_gbs_2015_L2_brds_LN23" "LN23" 2 0.999877 0.000123 NA 1
"500" "LN" "whtstbk_gbs_2015_L2_brds_LN24" "LN24" 2 0.999882 0.000118 NA 1
"501" "LN" "whtstbk_gbs_2015_L2_brds_LN29" "LN29" 2 0.158466 0.841534 NA 2
"502" "LN" "whtstbk_gbs_2015_L2_brds_LN30" "LN30" 2 0.00039 0.99961 NA 2
"503" "LN" "whtstbk_gbs_2015_L2_brds_LN5" "LN5" 2 0.999851 0.000149 NA 1
"504" "LN" "whtstbk_gbs_2015_L2_brds_LN8" "LN8" 2 0.999822 0.000178 NA 1
"505" "MH" "whtstbk_gbs_2015_L2_brds_MH11" "MH11" 2 0.999773 0.000227 NA 1
"506" "MH" "whtstbk_gbs_2015_L2_brds_MH20" "MH20" 2 0.000189 0.999811 NA 2
"507" "MH" "whtstbk_gbs_2015_L2_brds_MH26" "MH26" 2 0.999844 0.000156 NA 1
"508" "MH" "whtstbk_gbs_2015_L2_brds_MH28" "MH28" 2 0.00019 0.99981 NA 2
"509" "MH" "whtstbk_gbs_2015_L2_brds_MH31" "MH31" 2 0.00024 0.99976 NA 2
"510" "MH" "whtstbk_gbs_2015_L2_brds_MH7" "MH7" 2 0.000174 0.999826 NA 2
"511" "MH" "whtstbk_gbs_2015_L2_brds_MH9" "MH9" 2 0.999874 0.000126 NA 1
"512" "MM" "whtstbk_gbs_2015_L2_brds_MM1" "MM1" 2 0.000204 0.999796 NA 2
"513" "MR" "whtstbk_gbs_2015_L2_brds_MR10" "MR10" 2 0.999868 0.000132 NA 1
"514" "MR" "whtstbk_gbs_2015_L2_brds_MR14" "MR14" 2 0.999882 0.000118 NA 1
"515" "MR" "whtstbk_gbs_2015_L2_brds_MR17" "MR17" 2 0.999837 0.000163 NA 1
"516" "MR" "whtstbk_gbs_2015_L2_brds_MR2" "MR2" 2 0.999867 0.000133 NA 1
"517" "MR" "whtstbk_gbs_2015_L2_brds_MR3" "MR3" 2 0.99986 0.00014 NA 1
"518" "MR" "whtstbk_gbs_2015_L2_brds_MR53" "MR53" 2 0.999854 0.000146 NA 1
"519" "MR" "whtstbk_gbs_2015_L2_brds_MR57" "MR57" 2 0.999868 0.000132 NA 1
"520" "MR" "whtstbk_gbs_2015_L2_brds_MR7" "MR7" 2 0.999883 0.000117 NA 1
"521" "MR" "whtstbk_gbs_2015_L2_brds_MR8" "MR8" 2 0.999885 0.000115 NA 1
"522" "NHR" "whtstbk_gbs_2015_L2_brds_NHR1" "NHR1" 2 0.000165 0.999835 NA 2
"523" "QR" "whtstbk_gbs_2015_L2_brds_QR1" "QR1" 2 0.000164 0.999836 NA 2
"524" "RT" "whtstbk_gbs_2015_L2_brds_RT20" "RT20" 2 0.000173 0.999827 NA 2
"525" "RT" "whtstbk_gbs_2015_L2_brds_RT21" "RT21" 2 0.000218 0.999782 NA 2
"526" "RT" "whtstbk_gbs_2015_L2_brds_RT23" "RT23" 2 0.000241 0.999759 NA 2
"527" "RT" "whtstbk_gbs_2015_L2_brds_RT40" "RT40" 2 0.000187 0.999813 NA 2
"528" "RT" "whtstbk_gbs_2015_L2_brds_RT43" "RT43" 2 0.000296 0.999704 NA 2
"529" "RT" "whtstbk_gbs_2015_L2_brds_RT46" "RT46" 2 0.000328 0.999672 NA 2
"530" "RT" "whtstbk_gbs_2015_L2_brds_RT48" "RT48" 2 0.000186 0.999814 NA 2
"531" "RT" "whtstbk_gbs_2015_L2_brds_RT49" "RT49" 2 0.000416 0.999584 NA 2
"532" "RT" "whtstbk_gbs_2015_L2_brds_RT54" "RT54" 2 0.000203 0.999797 NA 2
"533" "RT" "whtstbk_gbs_2015_L2_brds_RT55" "RT55" 2 0.00019 0.99981 NA 2
"534" "RT" "whtstbk_gbs_2015_L2_brds_RT62" "RT62" 2 0.999851 0.000149 NA 1
"535" "SF" "whtstbk_gbs_2015_L2_brds_SF1" "SF1" 2 0.999848 0.000152 NA 1
"536" "SF" "whtstbk_gbs_2015_L2_brds_SF10" "SF10" 2 0.000178 0.999822 NA 2
"537" "SF" "whtstbk_gbs_2015_L2_brds_SF22" "SF22" 2 0.000165 0.999835 NA 2
"538" "SF" "whtstbk_gbs_2015_L2_brds_SF23" "SF23" 2 0.000187 0.999813 NA 2
